col0,col1,col2,col3,col4
00,Buckshot Jones (R),Buckshot Racing,Pontiac automobiles,Crown Fiber
1,Stephen Park,"Dale Earnhardt, Inc.",Chevy,Pennzoil
2,"Russell William Wallace, Jr.",Penske-Kranefuss Racing,Ford Motors,Miller Lite
3,Ralph Dale Earnhardt Sr.,Richard Childress Racing,Chevy,GM Goodwrench Service Plus
4,Bobby Hamilton,Morgan-McClure Motorsports,Chevy,Kodak
5,Terry Labonte,Hendrick Motorsports,Chevrolet,Kellogg's Frosted Flakes
6,Mark Martin,Roush Racing,Ford,Valvoline Zerex
7,Michael Waltrip,Mattei Motorsports,Chevy,"Philips, Klaussner Furniture"
9,Jerry Nadeau,Melling Racing,Ford,"Cartoon Network, Dexter's Laboratory"
10,Ricky Rudd,Rudd Performance Motorsports,Ford Motor Corporation,Tide
11,Brett Bodine,Brett Bodine Racing,Ford Motors,Paychex
12,Jeremy Mayfield,Penske-Kranefuss Racing,Ford,Mobil 1
16,Kevin Lepage,Roush Racing,Ford Motor Corporation,PrimeStar
18,Bobby Labonte,Joe Gibbs Racing,Pontiac cars,Interstate Batteries
20,Tony Stewart (R),Joe Gibbs Racing,Pontiac,The Home Depot
21,Elliott Sadler (R),Wood Brothers Racing,Ford Motor Co.,Citgo
22,Ward Burton,Bill Davis Racing,Pontiac automobiles,Caterpillar
23,Jimmy Spencer,Haas-Carter Motorsports,Ford,Winston No Bull
24,Jeff Gordon,Hendrick Motorsports,Chevrolet,DuPont
25,Wally Dallenbach Jr.,Hendrick Motorsports,Chevy,Budweiser
26,Johnny Benson Jr.,Roush Racing,Ford,"Cheerios, Betty Crocker"
28,Kenny Irwin Jr.,Robert Yates Racing,Ford Motor,"Texaco, Havoline"
30,Derrike Cope,Bahari Racing,Pontiac,Bryan Foods
31,Mike Skinner,Richard Childress Racing,Chevrolet,Lowe's
33,Ken Schrader,Andy Petree Racing,Chevrolet,Skoal
36,Ernie Irvan,MB2 Motorsports,Pontiac,M&M's
40,Sterling Marlin,Team SABCO,Chevrolet,Coors Light
41,David Green,Larry Hedrick Motorsports,Chevrolet,Kodiak
42,Joe Nemechek,Team SABCO,Chevrolet,BellSouth
43,John Andretti,Petty Enterprises,Pontiac cars,STP
44,Kyle Petty,Petty Enterprises,Pontiac automobiles,Hot Wheels
45,Rich Bickle,Tyler Jet Motorsports,Pontiac,10-10-345
55,Kenny Wallace,Andy Petree Racing,Chevy,Square D
58,Ricky Craven,SBIII Motorsports,Ford,Hollywood Video
60,Geoff Bodine,Joe Bessey Racing,Chevy,Power Team
66,Darrell Waltrip,Haas-Carter Motorsports,Ford Motor,Big Kmart
71,Dave Marcis,Marcis Auto Racing,Chevy,Team Realtree
75,Ted Musgrave,Butch Mock Motorsports,Ford,Remington Arms
77,Robert Pressley,Jasper Motorsports,Ford,Jasper Engines & Transmissions
88,Dale Jarrett,Robert Yates Racing,Ford,"Quality Care Service, Ford Credit"
90,Ed Berrier,Donlavey Racing,Ford Motor Corporation,Bryan Foods
91,Dick Trickle,LJ Racing,Chevrolet,Textilease
94,Bill Elliott,Bill Elliott Racing,Ford Motor Corporation,McDonald's
97,Chad Little,Roush Racing,Ford Motor Co.,John Deere
98,Rick Mast,Cale Yarborough Motorsports,Ford,Cale Yarborough Motorsports
99,Jeff Burton,Roush Racing,Ford,Exide Batteries
Official entry list,Official entry list,Official entry list,Official entry list,Official entry list
