col0,col1,col2,col3,col4
1980   (32nd),Lou Grant,Hollywood,Patrick Moody Williams,Eye Network
1980   (32nd),Dallas,The Lost Child,Bruce Broughton,CBS
1980   (32nd),Eischied,"Only the Pretty Girls Die, Part 2",John Cacavas,NBC
1980   (32nd),Paris,Decisions,Fred Karlin,CBS
1980   (32nd),Skag,Pilot,Billy Goldenberg,NBC
1981   (33rd),Buck Rogers in the 25th Century,The Satyr,Bruce Broughton,NBC
1981   (33rd),The Gangster Chronicles,Chapter 1,Billy Goldenberg,NBC
1981   (33rd),Hill Street Blues,Hill Street Station,Mike Post,National Broadcasting Company
1981   (33rd),Little House on the Prairie,"The Lost Ones, Part 1",David Rose,National Broadcasting Company
1981   (33rd),Lou Grant,Stroke,Patrick Moody Williams,Black Rock
1982   (34th),Little House on the Prairie,"He Was Only Twelve, Part 2",David Rose,NBC
1982   (34th),Dallas (TV franchise),The Search,Bruce Harold Broughton,Eye Network
1982   (34th),The Incredible Hulk,The Triangle,Joe Harnell,Tiffany Network
1982   (34th),Lou Grant,Hometown,Patrick Williams,Columbia Broadcasting System
1983   (35th),Dallas (TV franchise),The Ewing Blues,Bruce Broughton,CBS
1983   (35th),The Devlin Connection,"Ring of Kings, Ring of Thieves",Nan Schwartz,NBC
1983   (35th),Fame,Not in Kansas Anymore,William Goldstein,NBC
1983   (35th),Father Murphy,Sweet Sixteen,David Rose,NBC
1983   (35th),Knots Landing,Loss of Innocence,Jerrold Immel,CBS
1984   (36th),Dallas (TV franchise),The Letter,Bruce Broughton,Columbia Broadcasting System
1984   (36th),Emerald Point N.A.S.,The Homecoming,Angela Morley,CBS
1984   (36th),Mr. Smith,Mr. Smith Falls in Love,Patrick Williams,National Broadcasting Company
1984   (36th),St. Elsewhere,In Sickness and in Health,J. A. C. Redford,NBC
1984   (36th),"Trapper John, M.D.",Send in the Clowns,John Parker,Tiffany Network
1985   (37th),"Murder, She Wrote",The Murder of Sherlock Holmes,John Addison,Eye Network
1985   (37th),Cagney & Lacey,Organized Crime,Nan Schwartz,Black Rock
1985   (37th),Dynasty,Triangles,Angela Morley,ABC
1985   (37th),Highway to Heaven,Thoroughbreds,David Rose,National Broadcasting Company
1985   (37th),Miami Vice,Evan,Jan Hammer,NBC
1985   (37th),St. Elsewhere,Fade to White,J. A. C. Redford,NBC
1986   (38th),Scarecrow and Mrs. King,We're Off to See the Wizard,Arthur B. Rubinstein,CBS
1986   (38th),Dynasty,The Subpoenas,Angela Morley,ABC
1986   (38th),Miami Vice,Bushido,Jan Hammer,NBC
1986   (38th),Moonlighting,The Dream Sequence Always Rings Twice,Alf Clausen,ABC
1987   (39th),Knots Landing,Cement the Relationship,Joel Rosenbaum,CBS
1987   (39th),Dallas,A Death in the Family,Angela Morley,Columbia Broadcasting System
1987   (39th),The Days and Nights of Molly Dodd,Here's Why You Should Never Wear High Heels to the Bank,Patrick Williams,NBC
1987   (39th),Jack and Mike,Come Together,Nan Schwartz,ABC
1987   (39th),Matlock,The Chef,Dick DeBenedictis,National Broadcasting Company
1987   (39th),Moonlighting,Atomic Shakespeare,Alf Clausen,ABC
1988   (40th),Beauty and the Beast,Pilot,Lee Holdridge,CBS
1988   (40th),Beauty and the Beast,To Reign in Hell,Don Davis,Columbia Broadcasting System
1988   (40th),Dallas,Hustling,Angela Morley,Eye Network
1988   (40th),The Days and Nights of Molly Dodd,Here's Why You Shouldn't Get Too Attached to Your Cat,Patrick Williams,National Broadcasting Company
1988   (40th),Moonlighting,"Here's Living with You, Kid",Alf Clausen,ABC
1989   (41st),Falcon Crest,Dust to Dust,Joel Rosenbaum,CBS
1989   (41st),Blue Skies,The White Horse,Angela Morley,CBS
1989   (41st),Columbo,"Murder, Smoke and Shadows",Patrick Williams,ABC
1989   (41st),Moonlighting,A Womb with a View,Alf Clausen,ABC
1989   (41st),Star Trek: The Next Generation,The Child,Dennis McCarthy,Syndicated
