col0,col1,col2
1960,Thornton Wilder,Edward Weeks
1961,Aaron Copland,Irving Kolodin
1962,Robert Frost,Aaron Copland
1963,Alexander Calder,Meyer Shapiro
1964,Edmund Wilson,Aaron Copland
1965,Edgard Varese,Milton Babbitt
1966,Edward Hopper,Lloyd Goodrich
1967,Marianne Moore,Glenn Wescott
1968,Roger Sessions,Edward T. Cone
1969,Louise Nevelson,John Canaday
1970,Eudora Welty,Elizabeth Janeway
1971,William Schuman,Aaron Copland
1972,Georgia O'Keeffe,Eric Larrabee
1973,Norman Mailer,John Leonard
1974,Walter Piston,Michael Steinberg
1975,Willem de Kooning,Dore Ashton
1976,Lillian Hellman,John Hersey
1977,Virgil Thomson,Alfred Frankenstein
1978,Richard Diebenkorn,John Canaday
1979,John Cheever,Elizabeth Hardwick
1980,Samuel Barber,Charles Wadsworth
1981,John Updike,Wilfred Sheed
1982,Isamu Noguchi,William Lieberman
1983,Elliott Carter,Michael Steinberg
1984,Mary McCarthy,Elizabeth Hardwick
1985,Robert Motherwell,Varujan Boghosian
1986,Lee Friedlander,John Szarkowski
1987,Leonard Bernstein,Ned Rorem
1988,William Styron,George Plimpton
1989,Stan Brakhage,John Hanhardt
1990,Louise Bourgeois,Robert Storr
1991,David Diamond,Joseph Polisi
1992,Richard Wilbur,Richard Howard
1993,Harry Callahan,Anne Tucker
1994,Jasper Johns,Kirk Varnedoe
1995,George Crumb,Christopher Rouse
1996,Joan Didion,Elizabeth Hardwick
1997,Chuck Jones,John Canemaker
1998,I. M. Pei,J. Carter Brown
1999,Ellsworth Kelly,James Cuno
2000,Lou Harrison,Dennis Russell Davies
2001,Philip Roth,William Styron
2002,Robert Frank,Philip Brookman
2003,Merce Cunningham,Meredith Monk
2004,Nam June Paik,John Hanhardt
2005,Steve Reich,David Lang and Richard Serra
2006,Alice Munro,Virginia Barber
2007,Les Blank,Frederick Wiseman
2008,Thom Mayne,Robert Campbell
2009,Kiki Smith,Lynne Tillman
2010,Sonny Rollins,Gary Giddins
2011,Edward Albee,Mike Nichols
2012,Nan Goldin,Lucy Sante
2013,Stephen Sondheim,Frank Rich
2014,Betye Saar,Lowery Stokes Sims
2015,Gunther Schuller (posthumous),Yehudi Wyner and Terrance McKnight
2016,Toni Morrison,Peter Sellars
2017,David Lynch,Kristine McKenna
2018,Art Spiegelman,Hillary Chute
2019,Charles Gaines,Thelma Golden
2021,"Rosanne Cash {{cite press release |url=https://www.macdowell.org/events/2021-medal-day |title=Rosanne Cash Recipient of the 61st Edward MacDowell Medal |website=macdowell.org |date=August 8, 2021 |accessdate=July 18, 2024}",Kurt Andersen
2022,Sonia Sanchez,Walter Mosley
2023,Alanis Obomsawin,Jesse Wente
2024,Yoko Ono,Nell Irvin Painter
