col0,col1,col2
Cabalar,Tambre,A Coruña
Cabalar,Bibei,Ourense
Cabaleiro,,Ourense
Cabanas,,Ourense
Cabe,Sil,Lugo
Cadós,,Ourense
Cadrón,Arnego,Pontevedra
Regueiro das Calas,Soldón,Lugo
Calvar,Anllóns,A Coruña
Calvelle,Verdugo,Pontevedra
Camba,Bibei,Ourense
Cambás,,A Coruña
Cancelada,Navia,Lugo
Cangas,Bay of Biscay,Lugo
Canteira,Eume (river),A Coruña
Carabelos,Cabe,Ourense
Carballal,,A Coruña
Rego da Carballeda,Mao,Lugo
Barranco de Carballo,Cabe,Lugo
Cardelle,,Ourense
Carral,,A Coruña
Regato Carral,Parga,Lugo
Carrozo de Carroceiro,Soldón,Lugo
Casal,,Ourense
Regato de Casal,Roca,Lugo
Casas do Río,,Lugo
Caselas,Minho,Pontevedra
Casoio,Sil,Ourense
Castiñeira,Xallas,A Coruña
Castro,Ría de Lires,A Coruña
Castro,Xubia,A Coruña
Rego de Catasol,Furelos,A Coruña
Regato das Catro Corredoiras,San Lázaro,Ourense
Caudelo,,A Coruña
Cea,Minho,Pontevedra
Celeiro,Sarria,Lugo
Cenza,Conso,Ourense
Regato de Cereixedo,Mao,Lugo
Cereixo da Briña,Minho,Pontevedra
Cerves,,Ourense
Cesuras,Valiñadares,Lugo
Chamoso,Minho,Lugo
Rego de Chan das Latas,Almofrei,Pontevedra
Regato de Chaos de Pías,Antigua,Lugo
Cinsa,Cabe,Lugo
Colín,Ría de Foz,Lugo
do Con,Ría de Arousa,Pontevedra
Condomiños,,A Coruña
Conso,Bibei,
Rego da Córnea,Cabe,Lugo
Corgo,Sarela,A Coruña
Corzán,,A Coruña
de Corzos,Xares,Ourense
Covas,,Lugo
de Covés,Eume,A Coruña
Cruzal,Navia,Lugo
Regato de Cubeiros,San Lázafro,Ourense
Curantes,,Pontevedra
Curgueiro,Arnego,Pontevedra
Rego dos Curros,Eume,A Coruña
