col0,col1
Aernoudt Jacobs,Belgium
Alan Becker,the U.S. of America
Alexandra Dementieva,Russia
Amora Bettany,Brazil
Amy Karle,U. S. A.
Andreas Lutz,Germany
Andy Lomas,United Kingdom
Ash Thorp,United States of America
Auriea Harvey,United States of America
Ben Babbitt,U. S.
Ben Chang,United States of America
Bibbe Hansen,United States of America
Brandon Bolmer,United States of America
Brit Bunkley,United States of America
Carla Gannis,the U.S. of A
Charuvi Agrawal,India
Daniel Kokotajlo,England
Daniel Sousa,Portugal
David Carson,United Kingdom
David O'Reilly,Republic of Ireland
Diego Ramirez,Australia
Ei Wada,Japan
Eoin Duffy,Republic of Ireland
Erdal İnci,Turkey
Erin Gee,USA
Ewa Doroszenko,Poland
Faith Holland,America
Gintas K,Lithuania
Gustav Deutsch,Austria
Harvey Goldman,United States of America
Hisko Hulsing,Kingdom of the Netherlands
Håkan Lidbo,Sweden
I Am Robot and Proud,Canada
Isabelle Arvers,France
Issey Takahashi,Japan
Ivan Dixon,United States of America
Jake Fried,United States of America
Jakub Dvorský,Czech Republic
Jaret Vadera,Canada
Jason Nelson,the United States of America
Jenova Chen,People's Republic of China
Jessica Mak,Canada
Jody Deming,the U.S. of America
Jody Zellen,the United States
Joel McDonald,United States of America
John Barber,United States of America
John Butler,U. S. A.
Jonathan Berger,U. S. A.
Jonathan Monaghan,the U.S. of A
Juan Carlos Vasquez,Colombia
Karina Smigla-Bobinski,Poland
Karoline Georges,Canada
Kawarga,Russia
Kelli Anderson,Merica
Kōji Morimoto,Japan
Laleh Mehran,Iran
Lefteris Papadimitriou,Greece
Lindsay Grace,United States of America
Lisa Hall,United Kingdom
Lynn Bianchi,United States of America
Marc Lee,Switzerland
Marcela Lucatelli,Brazil
Marcin Giżycki,Poland
Martha Colburn,US of A
Mary Flanagan,U.S.
Masahiko Satō,Japan
Matt Kenyon,America (United States)
Matthew Williamson,United Kingdom
Max Cooper,United Kingdom
Max Hattler,Germany
Max Porter,the States
Maxim Zhestkov,Russia
Mercedes Helnwein,Austria
Michael Takeo Magruder,United States of America
Michaël Samyn,BE
Michel Gagné,Canada
Miki Del Prete,Italy
Molly Joyce,United States of America
Morehshin Allahyari,Iran
Murat Saygıner,Czech Republic
Nathalie Lawhead,the U.S.A.
Nathan Jurevicius,Australia
Nick Montfort,U.S. of America
Oliver Grau,Germany
Panagiotis Kokoras,Greece
Patrick Lichty,the US of A
Paul Robertson,Australia
Peter Burr,United States of America
Péter Vácz,Hungary
Rafaël Rozendaal,Kingdom of the Netherlands
Roger Dean,United Kingdom   Australia
Rora Blue,the US
Ru Kuwahata,Japan
SSION,United States of America
Scott Kildall,United States of America
Scott Pagano,the US of America
Scott Rettberg,United States of America
Shaun Wilson,Australia
Shirin Abedinirad,Iran
Siqi Song,People's Republic of China
Sonia Paço-Rocchia,Canada   European Union
Steven Subotnick,United States of America
Tamiko Thiel,the U.S.A.
Terry Cavanagh,Republic of Ireland
Thais Weiller,Brazil
Timo Kahlen,Germany
Ulf Kristiansen,Norway
Ulf Lundin,Sweden
Victor Caire,France
Vivienne Medrano,United States of America   El Salvador
Wrik Mead,Canada
Yasuhiro Yoshiura,Japan
Yoshi Sodeoka,Japan
Özge Samancı,Turkey   United States of America
