col0,col1,col2,col3
Berlin (Germany),Staatsoper Unter den Linden,John Bock’s Medusa im Tam Tam Club,2006
Berlin (Germany),Deutsche Guggenheim,Kunst und Papier auf dem Laufsteg [Art and paper on the catwalk],1998
Berlin (Germany),Element,Am Tüddelband der Liebeselastizität,1997
Berlin,Gagosian Gallery,The Addiction,2005
Berlin,Haus der Kulturen der Welt,The greased bendsteering in the luggage gets tangled up with the white shirt,2009
Berlin,Haus am Waldsee,"Anstoss Berlin, Kunst Macht Welt",2006
Berlin (Germany),Klosterfelde Edition,Das Gängelband der Kunstwohlfahrt,1997
"Berlin, Germany",Klosterfelde Gallery,ArtemisiaSogJod - Meechwimper Lummerig,2000
DE-BE,Klosterfelde Gallery,"John Bock: Lütte mit Rucola, Klosterfelde",2006
Berlin,Klosterfelde Gallery,OHR-WALACHEI,2011
DE-BE,Kraftwerk Berlin,Paramoderne = Rokokkogobrot,1999
DE-BE,KW Institute for Contemporary Art,Berlin Biennal,1999
Berlin,Schinkel Pavillon,,2011
Berlin,Sprüth Magers,1 = 2 + Kleinodtod,2000
Berlin (Germany),Temporäre Kunsthalle,FischGrätenMelkStand,2010
Berlin,,Berlin Biennale (LiquiditätsAuraAromaPortfolio),1998
Bonn,Bonner Kunstverein,Im Dilemma der ExistoEntropie,2001
Bonn,Kunstmuseum Bonn,Zeitwenden - Rückblick & Audblick,1999
Bonn,Kunst- und Ausstellungshalle der Bundesrepublik Deutschland,Im Modder der Summenmutation,2013
Bremen,Gesellschaft für Aktuelle Kunst,,2000
Cologne,Austellungsraum Schnitt,,1999
Frankfurt,,Die Dreckschleuder,1996
Freiburg im Breisgau,Kunstverein Freiburg,Koppel op Kop. ars viva 1999-2000,1999
Freiburg im Breisgau,Museum für Neue Kunst,Works from the Boros Collection,2004
Hamburg,Das Trojanische Schiff,Der Fremde in der 4. Etag,1995
Hamburg,Friedensallee 12,Das Kunstwerk des 21. Jahrhunderts,1995
Hamburg,Friedensallee 12,Komparativer Kunstfähigkeitsvorteil,1993
Hamburg,Golden Pudel Club,Mord und Robotermalerei,1992
Hamburg,Hamburger Bahnhof Museum für Gegenwartskunst,PestKOP im black rebel motorcycle club,2005
Hamburg,Helga Maria Klosterfelde,Meechfieber im Paradoxonmodderkarton,1998
Hamburg,Klosterfelde Gallery,Ma’am prosciutto crudo,2001
Hamburg,Kunsthaus Hamburg,Kunstkarton,1994
Hamburg,Kunstverein in Hamburg,Der Pappenheimer,2013
Hamburg,KX. Kunst auf Kampnagel,Rasputin ist Mütterchen,1997
Hamburg,University of Fine Arts of Hamburg,4 x Rezipientenmodelle,1993
Hamburg,University of Fine Arts of Hamburg,Das Feld,1995
Hamburg,University of Fine Arts of Hamburg,Der kleine Rezipient und der grosse Rezipient,1993
Hamburg,University of Fine Arts of Hamburg,Die dynamische Nacht des Titerus,1996
Hamburg,University of Fine Arts of Hamburg,Die Kunstwohlfahrtsmaschine,1993
Hamburg,University of Fine Arts of Hamburg,"Die molekulare Heimsuchung des Herrn 0,47",1997
Hamburg,University of Fine Arts of Hamburg,Elephant,1993
Hamburg,University of Fine Arts of Hamburg,Gribbohm,1996
Hamburg,University of Fine Arts of Hamburg,Haschkeks,1993
Hamburg,University of Fine Arts of Hamburg,Heilung Nr. 4,1994
Hamburg,University of Fine Arts of Hamburg,Jackson - Action,1992
Hamburg,University of Fine Arts of Hamburg,Kunst - Mädchen - Erfolg - Tod,1992
Hamburg,University of Fine Arts of Hamburg,Paul Eluard Gesichtskorrektur,1992
Hamburg,University of Fine Arts of Hamburg,Wie werde ich breühmt?,1992
Hamburg,Westwerk,Törtchen der Leidenschaft,1994
Hanover,Expo 2000,Captain Sheriff Schippert Dröge,2000
Hanover,Kunstverein Hanover,home and away,1999
Hanover,Sprengel Museum,Dionysische Monologicus - Gelüste eines Schwachomate,2000-2001
Heidelberg,Heidelberger Kunstverein,Artists as Collectors,2007
Karlsruhe,Laurids & Mattheus,BommelbabyfaceNelson,1998
Leverkusen,Morsbroich Museum,Freestyle: Werke aus der Sammlung Boros,2001
Munich,Haus der Kunst,“Aller Anfang ist Merz - von Kurt Schwitters bis heute”,2001
Munich,Neuer Marstall,Rasputin ist Mütterchel,1999
Wolfsburg,Kunstmuseum Wolfsburg,German Open : Gegenwartskunst in Deutschland,1999
