col0,col1,col2
Windsor,Conservative,2005
Wycombe,Conservative,2010
Newbury,Independent   (suspended from   Conservatives),"UK general election, 2005"
Buckingham,Speaker of the House,1997
Mole Valley,Tory Party,1997
Reigate,UK Conservative Party,"UK general election, 1997"
Worthing West,Conservative Party (Great Britain) -- Elections,1997
Winchester,Independent   (suspended from   Conservatives),2010 UK general election
Lewes,Tories,2015
Gillingham and Rainham,Conservative,2010 general election
Tunbridge Wells,Independent   (suspended from   Conservatives),2005 general election
Folkestone and Hythe,Conservative,2010
Witney,Conservative,2016 by-election
Chatham and Aylesford,Conservative,2010
Eastleigh,Conservative,2015
Slough,Labour,2017
Gosport,Conservative Party (Great Britain) -- Elections,"United Kingdom general election, 2010"
Aldershot,Conservative,2017
Oxford East,Labour Co-op,2017
Canterbury,Labour,2017
Dover,Independent   (suspended from   Conservatives),2010
Sevenoaks,Tory Party,"UK general election, 1997"
Fareham,Conservative,2015
North Thanet,Conservative,1983
Wealden,Conservative,2015
Bognor Regis and Littlehampton,United Kingdom Conservative Party,1997
Chesham and Amersham,Conservative,1992
Surrey Heath,Conservative,2005 UK general election
Maidstone and The Weald,Conservative Party (Great Britain) -- Records and correspondence,2010
Epsom and Ewell,Tory Party,2001
Ashford,Conservative,"UK general election, 1997"
Beaconsfield,Independent   (suspended from   Conservatives),1997
East Surrey,Liberal Democrats    (prev.   Conservatives and   independent),2010
Runnymede and Weybridge,Independent   (suspended from   Conservatives),1997
Sittingbourne and Sheppey,Conservative,"General election, 2010"
Arundel and South Downs,Conservative,2005
East Hampshire,Conservative,2010 general election
Meon Valley,Conservative Party (UK),"UK general election, 2010"
Gravesham,Tory Party,2005
Henley,UK Conservative Party,2008 by-election
South West Surrey,Conservative,"United Kingdom general election, 2005"
North East Hampshire,Tory Party,2015
Dartford,British Conservative Party,2010
Chichester,Conservative,2017
Spelthorne,Conservative,2010
Hove,Labour,2015
Milton Keynes North,Conservative,2010
Bracknell,Liberal   Democrats   (prev. Conservative),2010
New Forest East,Conservative,1997
Aylesbury,Conservatives,1992
Eastbourne,Liberal Democrats,2010
Woking,Conservative,2010
East Worthing and Shoreham,Conservative,1997
Brighton Pavilion,Green,2010 general election
South Thanet,Conservative,2015
Havant,Conservatives,2015
North West Hampshire,Conservative,2015
Maidenhead,Conservative Party (UK),"United Kingdom general election, 1997"
Bexhill and Battle,Conservative,2015
Basingstoke,Conservative,2005 general election
Guildford,Independent   (suspended from   Conservatives),2005
Portsmouth South,Labour,2017
Oxford West and Abingdon,Liberal Democrats,2017
Portsmouth North,Conservative,"UK general election, 2010"
Romsey and Southampton North,Independent   (suspended from   Conservatives),"General election, 2010"
Banbury,Conservative,2015
Horsham,Conservative Party (UK),2015
Esher and Walton,Conservative and Unionist Party,2010
Wokingham,Conservative,1987
Reading East,Labour,2017
Hastings and Rye,Independent   (prev.   Conservative),2010
Brighton Kemptown,Labour Co-op,2017
Isle of Wight,Conservative,2017
Reading West,United Kingdom Conservative Party,2010
Crawley,Tory Party,2010
Southampton Itchen,Conservative,2015
Mid Sussex,Independent   (suspended from   Conservatives),"UK general election, 1997"
Milton Keynes South,Conservative,2010
New Forest West,Tories,1997
Rochester and Strood,Conservatives,2015
Tonbridge and Malling,UK Conservative Party,2015
Wantage,Independent   (suspended from   Conservatives),2005
Southampton Test,Labour,1997 general election
Faversham and Mid Kent,Conservative,2015
