col0,col1
Trude Gollner-Kolar,"Graz, Austria"
Edeltraud Schramm,"Linz, Austria"
Stoyanka Angelova,"Burgas, Bulgaria"
Ivanka Dolzheva,"Sofia, Bulgaria"
Rayna Grigorova,"Varna, Bulgaria"
Saltirka Spasova-Tarpova,"Gulyantsi, Bulgaria"
Hana Bobková,"Prague, Czechoslovakia"
Alena Chadimová,"Olomouc, Czechoslovakia"
Jana Rabasová,"Prague, Czechoslovakia"
Alena Reichová,"Plzeň, Czechoslovakia"
Matylda Šínová,"Brno, Czechoslovakia"
Božena Srncová,"Prague, Czechoslovakia"
Věra Vančurová,"Prague, Czechoslovakia"
Eva Věchtová,"Mladá Boleslav, Czechoslovakia"
Raili Hoviniemi,"Joensuu, Finland"
Arja Lehtinen,"Helsinki, Finland"
Maila Nisula,"Vyborg, Finland"
Pirkko Pyykönen,"Helsinki, Finland"
Vappu Salonen,"Tampere, Finland"
Raija Simola,"Lahti, Finland"
Raili Tuominen-Hämäläinen,"Tampere, Finland"
Pirkko Vilppunen,"Vyborg, Finland"
Ginette Durand,"Roanne, France"
Colette Hué,"Paris, France"
Madeleine Jouffroy,"Chalon-sur-Saône, France"
Irène Pittelioen,"Lille, France"
Jeanette Vogelbacher,"Belfort, France"
Hanna Grages,"Verden, Germany"
Brigitte Kiesler,"Ludwigslust, Germany"
Hilde Koop,"Bremen, Germany"
Elisabeth Ostermeyer,"Nuremberg, Germany"
Inge Sedlmaier,"Landshut, Germany"
Wolfgard Voß,"Oldenburg, Germany"
Irma Walther,"Nuremberg, Germany"
Lydia Zeitlhofer,"Neuötting, Germany"
Cissy Davies,"Swansea, Wales"
Irene Hirst,"North Bierley, England"
Pat Hirst,"Wortley, England"
Gwynedd Lewis-Lingard,"Cardiff, Wales"
Valerie Mullins,"Swansea, Wales"
Marjorie Raistrick,"Bradford, England"
Margaret Thomas-Neale,"Cardiff, Wales"
Andrea Bodó,"Budapest, Hungary"
Irén Daruházi-Karcsics,"Budapest, Hungary"
Erzsébet Gulyás-Köteles,"Budapest, Hungary"
Ágnes Keleti,"Budapest, Hungary"
Margit Korondi,"Celje, Yugoslavia"
Mária Kövi-Zalai,"Târgu Mureș, Romania"
Edit Perényi-Weckinger,"Kispent, Hungary"
Olga Tass,"Pécs, Hungary"
Renata Bianchi,"Cornigliano, Italy"
Grazia Bozzo,"Sestri Ponente, Italy"
Miranda Cicognani,"Forlì, Italy"
Elisabetta Durelli,"Lodi, Italy"
Licia Macchini,"Lodi, Italy"
Lidia Pitteri,"Venice, Italy"
Liliana Scaricabarozzi,"Lodi, Italy"
Jo Cox-Ladru,"Amsterdam, Netherlands"
Lenie Gerrietsen,"Utrecht, Netherlands"
Huiberdina Krul,"The Hague, Netherlands"
Annie Ros,"Utrecht, Netherlands"
Toetie Selbach,"Amsterdam, Netherlands"
Tootje Selbach,"Amsterdam, Netherlands"
Nanny Simon,"Amsterdam, Netherlands"
Cootje van Kampen-Tonneman,"Horn, Netherlands"
Norveig Karlsen,"Moss, Norway"
Bergljot Sandvik-Johansen,"Oslo, Norway"
Grethe Werner,"Oslo, Norway"
Dorota Horzonek-Jokiel,"Nowy Bytom, Poland"
Zofia Kowalczyk,"Kraków, Poland"
Urszula Łukomska,"Poznań, Poland"
Honorata Marcińczak,"Kraków, Poland"
Helena Rakoczy,"Kraków, Poland"
Stefania Reindl,"Kraków, Poland"
Stefania Świerzy,"Ruda Śląska, Poland"
Barbara Wilk-Ślizowska,"Kraków, Poland"
Dália da Cunha-Sammer,"Lisbon, Portugal"
Olga Göllner,"Cluj-Napoca, Romania"
Ileana Gyarfaș,"Cluj-Napoca, Romania"
Stela Perin,"Arad, Romania"
Eveline Slavici,"Bucharest, Romania"
Nina Bocharova,"Supranivka, Ukrainian SSR"
Pelageya Danilova,"Boroviki, Russian SFSR"
Maria Gorokhovskaya,"Yevpatoria, Ukrainian SSR"
Medea Jugeli,"Kutaisi, Georgian SSR"
Ekaterina Kalinchuk,"Zhitovo, Russian SFSR"
Galina Minaicheva,"Moscow, Russian SFSR"
Galina Shamrai,"Tashkent, Uzbek SSR"
Galina Urbanovich,"Baku, Azerbaijan SSR"
Evy Berggren,"Skellefteå, Sweden"
Vanja Blomberg,"Gothenburg, Sweden"
Karin Lindberg,"Kalix, Sweden"
Hjördis Nordin,"Lund, Sweden"
Ann-Sofi Pettersson,"Stockholm, Sweden"
Göta Pettersson,"Stockholm, Sweden"
Gun Röring,"Umeå, Sweden"
Ingrid Sandahl,"Stockholm, Sweden"
Marian Barone,"Philadelphia, Pennsylvania"
Dorothy Dalton,"Newark, New Jersey"
Meta Elste,"Bremen, Germany"
Ruth Grulkowski,"Waumandee, Wisconsin"
Marie Hoesly,"Perry, Wisconsin"
Doris Kirkman,"Elizabeth, New Jersey"
Clara Schroth-Lomady,"Philadelphia, Pennsylvania"
Ruth Topalian,New York City
Tereza Kočiš,"Sombor, Yugoslavia"
Milica Rožman,"Ljubljana, Yugoslavia"
Sonja Rožman,"Jesenice, Yugoslavia"
Ada Smolnikar,"Jesenice, Yugoslavia"
Tanja Žutić,"Ptuj, Yugoslavia"
