col0,col1,col2,col3,col4
2010,Philip Martin,Mo,Mo,Channel 4
2010,Yann Demange,Criminal Justice,Criminal Justice,BBC Television Service
2010,Aisling Walsh,Wallander,The Fifth Woman,BBC One
2010,James Hawes,Enid,Enid,BBC4
2011,Brian Percival,Downton Abbey,Downton Abbey,ITV1
2011,Paul McGuigan,Sherlock,A Study in Pink,BBC TV
2011,Shane Meadows,This Is England '86,This Is England '86,C4
2011,Charles Sturridge,The Road to Coronation Street,The Road to Coronation Street,BBC4
2012,Hugo Blick,The Shadow Line,The Shadow Line,BBC Two
2012,Julian Jarrold,Appropriate Adult,Appropriate Adult,ITV
2012,John Alexander,Exile,Exile,BBC1
2012,Yann Demange,Top Boy,Top Boy,C4
2013,Philippa Lowthorpe,Call the Midwife,Call the Midwife,BBC One
2013,Julian Jarrold,The Girl,The Girl,BBC Two
2013,Birger Larsen,Murder,Murder,BBC Two
2013,Hettie Macdonald,Hit & Miss,Hit & Miss,Sky Atlantic
2014,Otto Bathurst,Peaky Blinders,Peaky Blinders,BBC Television Service
2014,James Strong,Broadchurch,Episode One,ITV
2014,"Jane Campion, Garth Davis",Top of the Lake,Top of the Lake,BBC Two
2014,Marc Munden,Utopia,Utopia,Channel 4
2015,Julian Farino,Marvellous,Marvellous,BBC Two
2015,Euros Lyn,Happy Valley,Happy Valley,BBC One
2015,Hugo Blick,The Honourable Woman,The Honourable Woman,BBC Two
2015,Paul Andrew Williams,Murdered by My Boyfriend,Murdered by My Boyfriend,BBC Three
2016,Shane Meadows,This Is England '90,This Is England '90,Channel 4
2016,Aísling Walsh,An Inspector Calls,An Inspector Calls,BBC One
2016,Ben Taylor,Catastrophe,Catastrophe,C4
2016,Jakob Verbruggen,London Spy,London Spy,BBC Two
2017,Marc Munden,National Treasure,National Treasure,Channel 4
2017,Euros Lyn,"Damilola, Our Loved Boy","Damilola, Our Loved Boy",BBC One
2017,Susanne Bier,The Night Manager,The Night Manager,BBC1
2017,Stephen Daldry,The Crown,The Crown,Netflix
2018,Philippa Lowthorpe,Three Girls,Three Girls,BBC One
2018,Jane Campion,Top of the Lake: China Girl,Top of the Lake: China Girl,BBC Two
2018,Mackenzie Crook,Detectorists,Detectorists,BBC Four
2018,Paul Whittington,Little Boy Blue,Little Boy Blue,ITV
2019,Stephen Frears,A Very English Scandal,A Very English Scandal,BBC One
2019,Harry Bradbeer,Killing Eve,Nice Face,BBC TV
2019,Mahalia Belo,The Long Song,The Long Song,BBC1
2019,Thomas Vincent,Bodyguard,Episode 1,BBC 1
