col0,col1,col2,col3
"August 11, 2022",Minneapolis,United States,Armory
"August 12, 2022",Chicago,United States,Aragon Ballroom
"August 13, 2022",Rochester Hills,United States,Meadow Brook Amphitheatre
"August 15, 2022",Toronto,Canada,RBC Echo Beach
"August 16, 2022",Laval,Canada,Place Bell
"August 17, 2022",Boston,United States,Leader Bank Pavilion
"August 19, 2022",Philadelphia,United States,Metropolitan Opera House
"August 20, 2022",Pittsburgh,United States,Stage AE
"August 21, 2022",Cincinnati,United States,ICON Festival Stage
"August 23, 2022",Columbus,United States,KEMBA Live!
"August 25, 2022","Washington, D.C.",United States,The Anthem
"August 26, 2022",New York City,United States,Hammerstein Ballroom
"August 27, 2022",New York City,United States,Hammerstein Ballroom
"August 28, 2022",Asbury Park,United States,Stone Pony
"August 30, 2022",Charlotte,United States,Charlotte Metro Credit Union Amphitheatre
"August 31, 2022",Atlanta,United States,Coca-Cola Roxy Theatre
"September 1, 2022",Nashville,United States,Ryman Auditorium
"September 3, 2022",Houston,United States,713 Music Hall
"September 4, 2022",Irving,United States,Toyota Music Factory
"September 6, 2022",Denver,United States,Mission Ballroom
"September 7, 2022",Ogden,United States,Ogden Amphitheatre
"September 9, 2022",Los Angeles,United States,Greek Theatre
"September 11, 2022",San Diego,United States,Cal Coast Credit Union Open Air Theatre at SDSU
"September 12, 2022",Phoenix,United States,Arizona Federal Theatre
"September 15, 2022",Berkeley,United States,Hearst Greek Theatre
"September 17, 2022",Vancouver,Canada,Doug Mitchell Thunderbird Sports Centre
"September 20, 2022",Portland,United States,WaMu Theater
Leg 2 - Asia,Leg 2 - Asia,Leg 2 - Asia,Leg 2 - Asia
"August 19, 2023",Osaka,Japan,Maishima
"August 20, 2023",Chiba,Japan,Makuhari Messe
"August 22, 2023",Hong Kong,China,AsiaWorld-Expo
"August 23, 2023",Hong Kong,China,AsiaWorld-Expo
"August 26, 2023",Bangkok,Thailand,Queen Sirikit National Convention Center
"August 29, 2023",Seoul,South Korea,Olympic Gymnastics Arena
"August 31, 2023",Taipei,Taiwan,Taipei Nangang Exhibition Center
"September 3, 2023",Jakarta,Indonesia,Eco Park Ancol
"September 5, 2023",Singapore,Singapore,Singapore Indoor Stadium
"September 7, 2023",Kaohsiung,Taiwan,Kaohsiung Arena
"September 9, 2023",Cebu,Philippines,Waterfront Cebu City Hotel & Casino
"September 11, 2023",Manila,Philippines,SM Mall of Asia Arena
"September 14, 2023",Chengdu,China,EUMC
"September 15, 2023",Chengdu,China,EUMC
"September 17, 2023",Foshan,China,GBA International Sports and Cultural Center
"September 20, 2023",Shanghai,China,Shanghai Oriental Sports Center
Leg 3 - Europe & UK*,Leg 3 - Europe & UK*,Leg 3 - Europe & UK*,Leg 3 - Europe & UK*
"October 3, 2023",Amsterdam,Netherlands,AFAS Live
"October 4, 2023",Hamburg,Germany,Docks
"October 6, 2023",Berlin,Germany,Tempodrom
"October 7, 2023",Cologne,Germany,E-Werk
"October 9, 2023",Brussels,Belgium,La Madeleine
"October 10, 2023",Paris,France,Salle Pleyel
"October 12, 2023",London,England,Eventim Apollo
Leg 4 - Australia,Leg 4 - Australia,Leg 4 - Australia,Leg 4 - Australia
"October 18, 2023",Perth,Australia,Astor Theatre
"October 19, 2023",Perth,Australia,Astor Theatre
"October 21, 2023",Sydney,Australia,Enmore Theatre
"October 22, 2023",Sydney,Australia,Enmore Theatre
"October 23, 2023",Melbourne,Australia,Forum Melbourne
"October 24, 2023",Melbourne,Australia,Forum Melbourne
"October 26, 2023",Brisbane,Australia,The Fortitude Music Hall
