col0,col1,col2,col3
"May 30, 2019",Virginia Beach,United States,Farm Bureau Live at Virginia Beach
"May 31, 2019",Raleigh,US of A,Hardee's Walnut Creek Amphitheatre and commonly known as Walnut Creek Amphitheatre
"June 1, 2019",Atlanta,the U.S. of A,Cellairis Amphitheatre
"June 6, 2019",Orange Beach,the US of A,The Amphitheater at the Wharf
"June 8, 2019",West Palm Beach,United States,Coral Sky Amphitheatre
"June 9, 2019",Tampa,United States,MidFlorida Credit Union Amphitheatre
"June 13, 2019",Austin,U.S.,Austin360 Amphitheater
"June 14, 2019",The Woodlands,United States,Cynthia Woods Mitchell Pavilion
"June 15, 2019",Dallas,United States,Dos Equis Pavilion
"June 19, 2019",Phoenix,United States,Ak-Chin Pavilion
"June 21, 2019",Chula Vista,United States,North Island Credit Union Amphitheatre
"June 22, 2019",Las Vegas,U. S.,T-Mobile Arena
"June 23, 2019",Irvine,United States,FivePoint Amphitheatre
"June 25, 2019",Los Angeles,United States,Hollywood Bowl
"June 28, 2019",Wheatland,the U.S. of America,Toyota Amphitheatre
"June 29, 2019",Mountain View,Merica,Toyota Amphitheatre
"July 11, 2019",Greenwood Village,US of America,Fiddler's Green Amphitheatre
"July 13, 2019",Maryland Heights,the U.S. of America,Hollywood Casino Amphitheatre
"July 14, 2019",Rogers,United States,Walmart Arkansas Music Pavilion
"July 19, 2019",Monticello,United States,Great Jones County Fair
"July 20, 2019",Cincinnati,U.S.A.,Riverbend Music Center
"July 21, 2019",Burgettstown,U.S. of America,KeyBank Pavilion
"July 26, 2019",Cuyahoga Falls,United States,Blossom Music Center
"July 27, 2019",Bristow,Merica,Jiffy Lube Live
"July 28, 2019",Camden,United States,BB&T Pavilion
"August 2, 2019",Gilford,United States,Bank of New Hampshire Pavilion
"August 3, 2019",Mansfield,United States,Xfinity Center
"August 4, 2019",Saratoga Springs,United States,Saratoga Performing Arts Center
"August 8, 2019",Columbia,United States,Merriweather Post Pavilion
"August 9, 2019",Hopewell,United States,CMAC
"August 10, 2019",New York City,Merica,Madison Square Garden
"August 11, 2019",New York City,US of America,Madison Square Garden
"August 16, 2019",Clarkston,United States,DTE Energy Music Theatre
"August 17, 2019",Noblesville,America (United States),Ruoff Home Mortgage Music Center
"August 18, 2019",Des Moines,United States,Iowa State Fair
"August 22, 2019",Falcon Heights,United States,Minnesota State Fair
"August 23, 2019",East Troy,United States,Alpine Valley Music Theatre
"August 24, 2019",Tinley Park,United States,Hollywood Casino Amphitheatre
"August 29, 2019",Toronto,Canada,Budweiser Stage
"August 30, 2019",Hershey,United States,Hersheypark Stadium
"August 31, 2019",Hartford,United States,Xfinity Theatre
"September 5, 2019",Charlotte,United States,PNC Music Pavilion
"September 6, 2019",Pelham,United States,Oak Mountain Amphitheatre
"September 7, 2019",Nashville,United States,Bridgestone Arena
"September 11, 2019",Columbia,United States,Colonial Life Arena
"September 12, 2019",Columbia,United States,Colonial Life Arena
"September 13, 2019",Columbia,United States,Colonial Life Arena
Europe,Europe,Europe,Europe
"October 4, 2019",Dublin,Ireland,3Arena
"October 6, 2019",Bristol,England,O Academy Bristol
"October 7, 2019",Leeds,England,O Academy Leeds
"October 9, 2019",Glasgow,Scotland,Barrowland Ballroom
"October 12, 2019",London,England,Hammersmith Apollo
"October 15, 2019",Manchester,England,O Ritz
"October 16, 2019",Birmingham,England,O Apollo Manchester
