col0,col1,col2,col3
User:Meswetnam,Integrated pest management,User:Patriciam09,open
User:Melizabethp,Pollution of the Ganges,User:Bmkitula,User:epbishop
User:lrcobbe,Collectivization,User:DonGabrieli04,User:Mlcrowell
User:Mkbertram,Exogamy,User:BMPog,User:lrcobbe
User:EmeraldWithin,Ecopsychology,User:Rcalder,User:Patriciam09
User:mjleg09,Garrett Hardin,User:Alix11,open
User:Alix11,Ok Tedi environmental disaster,User:Cmmetallic,User:Rebecca(Labrador)
User:Ncjones61,Mi'kmaq people,User:cjdow,User:Cmmetallic
User:Bda1991,!Kung people,User:Mkbertram,User:Rebecca(Labrador)
User:Patriciam09,Arne Næss,User:Meswetnam,User:Jshusain
User:allisunshine,Xcaret,User:SepiidaII,User:avpreston
User:Clhen88,Anthropocentrism,BMPog,User:kgroblee
User:Cmmetallic,Traditional ecological knowledge,User:Shawn McEachern,User:Slhogan92
User:Cjdow,Ethnoichthyology,User:Ajmacdonald3,User:Allisunshine
User:epbishop,ecovillage,User:DonGabrieli04,User:Ebrms12
User:Rk914,island restoration,User:SepiidaII,User:Bda1991
User:drhoussen,Fair trade coffee,User:Melizabethp,User:epbishop
User:Bmkitula,Religion and environmentalism,User:Alix11,User:Clhen88
User:mamcdonald1,Ethnomedicine,User:Mkbertram,User:cjdow
User:Mdowne,Ethnoecology,User:EmeraldWithin,User:Eakent
User:MtADorey,Shipibo-Conibo people,User:Rk914,User:Eakent
User:Shawn McEachern,Ecological anthropology,User:Mpdowne,User:Rlcanning
User:avpreston,Garbology,User:EmeraldWithin,User:Jmmacphail
User:Ajmacdonald3,Deep Green Resistance,User:Mpdowne,User:Slhogan92
User:Jshusain,Exploitation of natural resources,User:Shawn McEachern,User:Mamcdonald1
User:DonGabrieli04,Dumpster diving,User:mjleg09,User:MelaineH
User:MelaineH,Calakmul Biosphere Reserve,User:Allisunshine,User: MtADorey
User:BMPog,Paleoethnobotany,User:Melizabethp,User:Ebrms12
User:Grezzino,Political ecology,User:MelaineH,User:Jmmacphail
User:Mta.crk,Ecofeminism,User:Rcalder,User:mjleg09
User:Slhogan92,Ecotheology,open,open
User:PBArcaro,Ethnographic film,User:Jshusain,user:Kgroblee
User:Ebrms12,Wolong National Nature Reserve,User:Koko1088,User:Ncjones61
User:Rebecca(Labrador),Somebody Else's Problem,User:Mamcdonald1,User:MtADorey
User:Eldelorme,Greenwashing,User:Mlcrowell,User:avpreston
User:Rcalder,Coyote teaching,User:Ajmacdonald3,User:PBArcaro
User:Koko1088,Water conservation,User:Bmkitula,User:GSaundersLikeGlue
User:Eakent,Skyglow,User:GSaundersLikeGlue,User:Clhen88
User:emmawilson15,Pastoralism,User:lrcobbe,User:Alliepa
User:Jmmacphail,Landscape urbanism,Alliepa,Emmawilson15
User:Marmar1991,Psychological anthropology,User:Koko1088,User:Ncjones61
User:alliepa,Environmental migrant,Emmawilson15,User:Rk914
User:Mlcrowell,Urban canyon,User:Rlcanning,User:kdrobichaud
User:SepiidaII,Plasticulture,User:Meswetnam,User:PBArcaro
User:GSaundersLikeGlue,Colomac Mine,open,open
User:kgroblee,Dark-sky movement,User:smtowers77,User:dagauvin
User:smtowers77,Pesticide poisoning,User:dagauvin,User:kdrobichaud
User:dagauvin,"Think globally, act locally",User:smtowers77,open
User:Rlcanning,postcolonialism,open,open
