col0,col1,col2,col3
2010,Christian Charles Phillip Bale,Fighter,Richard Eklund
2010,Andrew Russell Garfield,The Social Network,Eduardo Saverin
2010,John Hawkes,Winter's Bone,Teardrop Dolly
2010,Sam Rockwell,Conviction,Kenneth Waters
2010,Geoffrey Rush,The King's Speech,Lionel Logue
2011,Albert Brooks,Drive,Bernie Rose
2011,Kenneth Branagh,My Week with Marilyn,Laurence Olivier
2011,John Marvin Perkins,Martha Marcy May Marlene,Patrick
2011,Christopher Plummer,Beginners,Hal Fiels
2011,Andy Serkis,Rise of the Planet of the Apes,Caesar
2012,Philip Seymour Hoffman,The Master,Lancaster Dodd
2012,Alan Arkin,Argo,Lester Seigel
2012,Javier Bardem,Skyfall,Raoul Silva
2012,Leonardo DiCaprio,Django Unchained,Calvin J. Candie
2012,Tommy Lee Jones,Lincoln,Thaddeus Stevens
2013,Jared Leto,Dallas Buyers Club,Rayon
2013,Daniel Brühl,Rush,Niki Lauda
2013,Michael Fassbender,12 Years a Slave,Edwin Epps
2013,James Franco,Spring Breakers,Alien
2013,James Gandolfini,Enough Said,Albert
2014,J. K. Simmons,Whiplash,Terrence Fletcher
2014,Ethan Hawke,Boyhood,Mason Evans Sr.
2014,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance),Mike Shiner
2014,Mark Ruffalo,Foxcatcher,David Schultz
2014,Andy Serkis,Dawn of the Planet of the Apes,Caesar
2015,Idris Elba,Beasts of No Nation,Commandant
2015,Paul Dano,Love & Mercy,Brian Wilson (Young)
2015,Tom Hardy,The Revenant,John Fitzgerald
2015,Mark Rylance,Bridge of Spies,Rudolf Abel
2015,Sylvester Stallone,Creed,Rocky Balboa
2016,Mahershala Ali,Moonlight,Juan
2016,Jeff Bridges,Hell or High Water,Marcus Hamilton
2016,Ben Foster,Hell or High Water,Tanner Howard
2016,Lucas Hedges,Manchester by the Sea,Patrick Chandler
2016,Michael Shannon,Nocturnal Animals,Detective Bobby Andes
2017,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",Officer Jason Dixon
2017,Willem Dafoe,The Florida Project,Bobby Hicks
2017,Armie Hammer,Call Me by Your Name,Oliver
2017,Jason Mitchell,Mudbound,Ronsel Jackson
2017,Michael Stuhlbarg,Call Me by Your Name,Mr. Perlman
2018,Mahershala Ali,Green Book,Don Shirley
2018,Timothée Chalamet,Beautiful Boy,Nic Sheff
2018,Sam Elliott,A Star Is Born,Bobby Maine
2018,Richard E. Grant,Can You Ever Forgive Me?,Jack Hock
2018,Michael B. Jordan,Black Panther,N'Jadaka / Erik Killmonger Stevens
2019,Brad Pitt,Once Upon a Time in Hollywood,Cliff Booth
2019,Tom Hanks,A Beautiful Day in the Neighborhood,Fred Rogers
2019,Jonathan Majors,The Last Black Man in San Francisco,Montgomery Mont Allen
2019,Al Pacino,The Irishman,Jimmy Hoffa
2019,Joe Pesci,The Irishman,Russell Bufalino
