col0,col1
A Champ Called Killer-Kicker,Man-Hung Mo
The Adventurous Air-Steward,Ho Fan
All in Dim Cold Night,Feng Pang
The Angry Fist,Tieh Han
Badge 369,Zhu Mu
Bamboo Brotherhood,Kuan Jen Yu
The Big Raid,Ou Wei
The Big Risk,Joseph Kong Hung
The Big Showdown,Wong Tin Lam
The Black Dragon,"Tony Liu, Jun Guk"
Blood Reincarnation,Sin-Sai Din
Blood Revenge,Li Su
Bloody Ring,Teddy Yip Wing Cho
Brand,Yeeong-cheol Choi
Brave Lion,Fei-chien Wu
Brother Two,Lung Chien
Bruce Takes Dragon Town,Hung Sheng Liu
Challenge of the Dragon,Ngai Hoi Fung
The Cheeky Little Angels,Sun Chung
China Behind,Cecille Tong Shu Shuen
Chinatown Capers,Lo Wei
Chinese Boxing,Lee Tso Nam
Chinese Godfather,Chien Lai
Chinese Iron Man,Joseph Kuo
Chinese Kung Fu,Artis Chow A Chi
Chinese Kung Fu Against Godfather,Lee Tso Nam
Chinese Tiger,Teddy Yip
Come Rain Or Come Shine,Richard Chen
The Concrete Jungle,Law Chun
The Country Bumpkin In Style,Richard Yeung Kuen
Crazy Acrobat,Yeung Jing Chan
The Crazy Bumpkins,"John Law Ma, Zhang Yang"
"The Crazy Instructor (aka Iron Head, Snake Fist Dynamo, The Dragon's Snake Fist)",Law Kei
Crazy Nuts of Kung Fu,Lee Tso Nam
The Crazy TV Fans,Wu Fung
Deadly Fists Kung Fu,Joseph Kuo Nam Hung
Desperate Crisis,Yeung Sai Hing
Dragon Blows,"Shut Dik, Wong Tin Lam"
The Drug Addicts,David Chiang
The Dumb Ox,Wu Ma
The Dwarf Sorcerer,Chui Hon Cheung
Dynamite Brothers,Al Adamson
The Early Spring,Cheung Mei Gwan
Empress Dowager's Agate Vase,Hau Chiu Sing
Everyday Is Sunday,Stanley Siu Wing
The Evil Snake Girl,Chui Chik Lim
Excelsior,Mo Man Hung
Farewell Dearest,Patrick Tse Yin
File of Heroes,Lau Daan Ching
Fists For Revenge,Cheung Mei Gwan
Five Shaolin Masters,Chang Cheh
Five Tough Guys,Pao Hsueh Lieh
The Fool and His Money,Dung Ming Saan
Four Real Friends,Jimmy Wang Yu
Friends,Chang Cheh
From the Underworld,Hua Shan
"Fun, Hong Kong Style",Ng Wui
The Furious Monk from Shaolin,Hau Chang
Games Gamblers Play,Michael Hui
Ghost Eyes,Kuei Chih Hung
Ghost In The Mirror,Sung Chuen Sau
The Ghost Lovers,San Seung Yuk
The Gigolo,Steve Chan Ho
Girl Friend,Pai Ching Jui
The Golden Lotus,Li Han Hsiang
Gone with the Cloud,Lau Ga Cheong
Gossip Street,Wong Fung
Green Green Meadow,The Heinous Fiend
Hero of Kwantung,Joseph Kuo Nam Hung
Heroes Two,Chang Cheh
Hiroshima 28,Patrick Lung Kong
Hong Kong 73,Chu Yuan
The Hot Pursuit,Cheung Suk Sang
"Iron Ox, The Tigers Killer",Gam Sing-Yan
The Iron Profligates,"Chan Lit Ban, Mo Man Hung"
Kidnap,Ching Gong
The Killer Snakes,Kuei Chih Hung
Land of the Brave,Stanley Siu Wing
Left Foot of Wrath,Lee Doo-yong
The Legend of the 7 Golden Vampires,Roy Ward-Baker
Little Godfather from Hong Kong,Ng See Yuen
The Little Man Ah Fook,Cheung Sam
Long Way from Home,James Yi Lui
The Looks of Hong Kong,Stanley Fung Shui Fan
Love in Cubicle,Patrick Tse Yin
"Love, Love, Love",Lau Ga Cheong
Love Needs No Sorrow,Cheung Mei Gwan
"Lucky, Lucky",Paul Chang Chung
The Mini-Skirt Gang,Lui Kei
The Prodigal Boxer,Chai Yang-Min
The Rat Catcher,Kuei Chih-Hung
The Shrine of Ultimate Bliss,Huang Feng
Tornado of Pearl River,Wong Sing-Loy
