col0,col1
Gisèle Akoghet,Gabonese Democratic Bloc
Estelle Flore Angangou,Gabonese Democratic Bloc
Alphonse Angara,PDG
François Ango Ndoutoume,Gabonese Democratic Bloc
Samuel Angoue,PDG
André Angwe Aboughe,PDG
Berthe Azizet,GDP
Irène Farelle Bal’abondhoume Epse Kounde,GDP
Alexandré Barro Chambrier,Gabonese Democratic Bloc
Célestin Bayogha Nembe,Gabonese Democratic Bloc
André Dieudonné Berre,GDP
Paul Bie Eyene,Gabonese Democratic Bloc
Modeste Binet,GDP
Paul Biyoghé Mba,PDG
Nicaise Biyoghe Bi-Nzue,PDG
Jean Pierre Boukila,Gabonese Democratic Bloc
Alain Simplice Boungoueres,GDP
Marcel Doupampy Makota,GDP
Steve Thierry Edzeba-Bicke,PDG
Vincent de Paul Ella Menie,PDG
Paul Essie Emane,PDG
Maurice Nestor Eyanmba Tsimat,GDP
Vincent de Paul Gondjout,PDG
Emmanuel Idoundou,GDP
Jonathan Ignoumba,GDP
Clotaire Christian Ivala,GDP
Gervais Landry Kah,Gabonese Democratic Bloc
Bruce Tengo Koumba,PDG
Emmanuel Late,Gabonese Democratic Bloc
Gilbert Lengomas Matombi,GDP
Martin Mabala,PDG
Justin Maganga Manfoumbi,GDP
Albertine Maganga Moussavou,Gabonese Democratic Bloc
Alain Patrick Makungu,GDP
Gabriel Malonga-Mouelet,PDG
Luc Marat Abyla,GDP
Narcisse Massala Tsamba,GDP
Jean Massima,GDP
Vincent Mavoungou Bouyou,GDP
Fernando Mawobo Lendoye,Gabonese Democratic Bloc
Paul Mba Abessole,RPG
Ferdinand Mbadinga Mombo,GDP
Solange Mbondzi,GDP
Joseph Mboumba,Gabonese Democratic Bloc
Edgard Anicet Mboumbou Miyakou,GDP
Michel Mboumi,Gabonese Democratic Bloc
Jean Claude Mboumi Nzinzi,GDP
Michel Menga M'essone,Gabonese Democratic Bloc
Phillippe Romain Mikanga Semba,GDP
Sylvain Momoadjambo,PDG
Aloïse Moubamba Mouketou,PDG
Apollinaire Adonis Moudouma,Gabonese Democratic Bloc
Martin Moulengui Mabende,Gabonese Democratic Bloc
Louis Marie Moussavou,PDG
Juliette Moutsinga,GDP
Jean Claude Mpono,GDP
Marcellin Mve Ebang,GDP
Paul Nang Ndong,PDG
Bernabé Ndaki,PDG
Marguerite Ndekayino,GDP
René Ndemezo'o Obiang,GDP
François Ndjamono,Gabonese Democratic Bloc
Albert Ndjave Ndjoy,GDP
Paul Ndong Nguema,PDG
Albert Ndong Obiang,PDG
Jean Marie Ndoutoume Essone,vGDP
Jaques Ndziami,GDP
Bernard Ndzoumba,PDG
Idriss Ngari,PDG
Angélique Ngoma,GDP
Raymond Ngombela,GDP
Ludovic Ngondjiga,Gabonese Democratic Bloc
Nicolas Ngou-Mve,PDG
Maxime-Laurent Ngozo Issondou,Gabonese Democratic Bloc
Jaques Nguema Essono,GDP
Alexandre Nguema Mba,PDG
Jean Marie Nguema Ndong,RPG
André Christ Nguimbi,Gabonese Democratic Bloc
Charlotte Nkero Mougnoko,GDP
Adrien Nkoghe Essingone,Gabonese Democratic Bloc
Pauline Olive Épse Louembet Nongoue Moundounga,PDG
Rachel Ntimedjiara,PDG
Francis Ntolo Eya'a,Gabonese Democratic Bloc
Aurélien Ntoutoume Mebiame,GDP
Robert Ntoutoume,GDP
Marie-Madeleine Nyingone Anda,RPG
Joséphine Nze-Mouenidiambou,Gabonese Democratic Bloc
Phillippe Nzengue Mayila,CLR
Guy Nzouba-Ndama,Gabonese Democratic Bloc
Jean Marie Obama Ondo,GDP
Jules Marius Ogouebandja Ogouempono,GDP
Philomène Ogoula,GDP
Maxime Ondimba,GDP
Richard Auguste Onouviet,GDP
Faustin Ontsougou,GDP
Guy Christian Ossagou,PDG
Charles Otando,GDP
Edgard Owono Ndong,GDP
Paulette Épse Païei Koho,GDP
André Jules Reteno,GDP
Albert Richard Royembo,PDG
Jean Claude Simepoungou,GDP
Jean Richard Sylong,PDG
Nicolas Tali,GDP
Paul Toungui,PDG
Laurent Yami,Gabonese Democratic Bloc
Alexandre Mbile Youbengoye,GDP
Bertrand Zibi Abeghe,PDG
Esther Zouga Aki,GDP
