col0,col1,col2,col3
2000   (21st),Barry Robert Pepper,Battlefield Earth,Jonnie Goodboy Tyler
2000   (21st),Stephen Baldwin,The Flintstones in Viva Rock Vegas,Barney Rubble
2000   (21st),Keanu Reeves,Watcher,David Allen Griffin
2000   (21st),Arnold Schwarzenegger,The 6th Day,Adam Gibson clone
2000   (21st),Forest Whitaker,Battlefield Earth,Ker
2001   (22nd),Charlton Heston,Cats & Dogs,The Mastiff
2001   (22nd),Charlton Heston,Planet of the Apes,Zaius
2001   (22nd),Charlton Heston,Town & Country,Mr. Claiborne
2001   (22nd),Max Beesley,Glitter,Julian Dice Black
2001   (22nd),Burt Reynolds,Driven,Carl Henry
2001   (22nd),Sylvester Stallone,Driven,Joe Tanto
2001   (22nd),Rip Torn,Freddy Got Fingered,Jim Brody
2002   (23rd),Hayden Christensen,Star Wars: Episode II - Attack of the Clones,Anakin Skywalker
2002   (23rd),Tom Green,Stealing Harvard,Walter P. Duff Duffy
2002   (23rd),Freddie Prinze Jr.,Scooby-Doo,Fred Jones
2002   (23rd),Christopher Walken,The Country Bears,Reed Thimple
2002   (23rd),Robin Williams,Death to Smoochy,Rainbow Randolph Smiley
2003   (24th),Sylvester Stallone,Spy Kids 3-D: Game Over,The Toymaker
2003   (24th),Anthony Anderson,Kangaroo Jack,Louis Booker
2003   (24th),Alec Baldwin,The Cat in the Hat,Larry Quinn
2003   (24th),Al Pacino,Gigli,Starkman
2003   (24th),Christopher Walken,Gigli,Detective Stanley Jacobellis
2003   (24th),Christopher Walken,Kangaroo Jack,Salvatore Maggio
2004   (25th),Donald Rumsfeld,Fahrenheit 9/11,Himself
2004   (25th),Val Kilmer,Alexander,King Philip II
2004   (25th),Arnold Schwarzenegger,Around the World in 80 Days,Prince Hapi
2004   (25th),Jon Voight,Superbabies: Baby Geniuses 2,Bill Biscane
2004   (25th),Lambert Wilson,Catwoman,George Hedare
2005   (26th),Hayden Christensen,Star Wars: Episode III - Revenge of the Sith,Anakin Skywalker/Darth Vader
2005   (26th),Alan Cumming,Son of the Mask,Loki
2005   (26th),Bob Hoskins,Son of the Mask,Odin
2005   (26th),Eugene Levy,Cheaper by the Dozen 2,Jimmy Murtaugh
2005   (26th),Eugene Levy,The Man,Andy Fidler
2005   (26th),Burt Reynolds,The Dukes of Hazzard,Boss Hogg
2005   (26th),Burt Reynolds,The Longest Yard,Coach Nate Scarborough
2006   (27th),M. Night Shyamalan,Lady in the Water,Vick Ran
2006   (27th),Danny DeVito,Deck the Halls,Buddy Hall
2006   (27th),Ben Kingsley,BloodRayne,"Kagan, King of Vampires"
2006   (27th),Martin Short,The Santa Clause 3: The Escape Clause,Jack Frost
2006   (27th),David Thewlis,Basic Instinct 2,Roy Washburn
2006   (27th),David Thewlis,The Omen,Keith Jennings
2007   (28th),Eddie Murphy,Norbit,Mr. Wong
2007   (28th),Orlando Bloom,Pirates of the Caribbean: At World's End,Will Turner
2007   (28th),Kevin James,I Now Pronounce You Chuck and Larry,Larry Valentine
2007   (28th),Rob Schneider,I Now Pronounce You Chuck and Larry,Minister Morris Takechi
2007   (28th),Jon Voight,Bratz,Principal Dimly
2007   (28th),Jon Voight,National Treasure: Book of Secrets,Patrick Henry Gates
2007   (28th),Jon Voight,September Dawn,Jacob Samuelson
2007   (28th),Jon Voight,Transformers,John Keller
2008   (29th),Pierce Brosnan,Mamma Mia!,Sam Carmichael
2008   (29th),Uwe Boll,Postal,Himself
2008   (29th),Ben Kingsley,The Love Guru,Guru Tugginmypudha
2008   (29th),Ben Kingsley,The Wackness,Jeffrey Squires
2008   (29th),Ben Kingsley,"War, Inc.",Walken
2008   (29th),Burt Reynolds,Deal,Tommy Vinson
2008   (29th),Burt Reynolds,In the Name of the King,King Konreid
2008   (29th),Verne Troyer,The Love Guru,Coach Punch Cherkhov
2008   (29th),Verne Troyer,Postal,Himself
2009   (30th),Billy Ray Cyrus,Hannah Montana: The Movie,Robby Ray Stewart
2009   (30th),Hugh Hefner,Miss March,Himself
2009   (30th),Robert Pattinson,The Twilight Saga: New Moon,Edward Cullen
2009   (30th),Jorma Taccone,Land of the Lost,Cha-Ka
2009   (30th),Marlon Wayans,G.I. Joe: The Rise of Cobra,Rip Cord
