col0,col1,col2,col3,col4
0,Delma Cowart,H. L. Waters Racing,Ford,Masters Inn Economy
1,Rick Mast,Precision Products Racing,Pontiac automobiles,Hooters
2,"Russell William Wallace, Jr.",Penske Racing South,Ford Motor,Miller
3,Dale Earnhardt,Richard Childress Racing,Chevrolet,GM Goodwrench Service Plus
4,Sterling Marlin,Morgan-McClure Motorsports,Chevy,Kodak
5,Terry Labonte,Hendrick Motorsports,Chevy,Kellogg's Frosted Flakes
6,Mark Martin,Roush Racing,Ford,Valvoline
7,Geoff Bodine,Geoff Bodine Racing,Ford Motor Corporation,QVC
8,Hut Stricklin,Stavola Brothers Racing,Ford,Circuit City
9,Lake Speed,Melling Racing,Ford,Spam
10,Ricky Rudd,Rudd Performance Motorsports,Ford Motor Corporation,Tide
11,Brett Bodine,Brett Bodine Racing,Ford,Lowe's
12,Derrike Cope,Bobby Allison Motorsports,Ford Motor Corporation,Mane 'n Tail
15,Wally Dallenbach Jr.,Bud Moore Engineering,Ford Motor,Hayes Modems
16,Ted Musgrave,Roush Racing,Ford Motors,"PrimeStar, The Family Channel"
17,Darrell Waltrip,Darrell Waltrip Motorsports,Chevy,Parts America
18,Bobby Labonte,Joe Gibbs Racing,Chevrolet,Interstate Batteries
19,Dick Trickle,TriStar Motorsports,FoMoCo,HealthSource RI
21,Michael Waltrip,Wood Brothers Racing,Ford Motors,Citgo
22,Ward Burton,Bill Davis Racing,Pontiac,MBNA
23,Jimmy Spencer,Haas-Carter Motorsports,Ford,Camel Cigarettes
24,Jeff Gordon,Hendrick Motorsports,Chevy,DuPont
25,Ken Schrader,Hendrick Motorsports,Chevy,Budweiser
27,Elton Sawyer,David Blair Motorsports,FoMoCo,David Blair Motorsports
28,Ernie Irvan,Robert Yates Racing,Ford Motor Corporation,"Texaco, Havoline"
29,Steve Grissom,Diamond Ridge Motorsports,Chevy,"Cartoon Network, The Flintstones"
30,Johnny Benson Jr. (R),Bahari Racing,Pontiac cars,Pennzoil
31,Mike Skinner,Richard Childress Racing,Chevrolet,Team Realtree
33,Robert Pressley,Leo Jackson Motorsports,Chevy,Skoal
37,Jeremy Mayfield,Kranefuss-Haas Racing,Ford,"Kmart, Little Caesars"
41,Ricky Craven,Larry Hedrick Motorsports,Chevy,Kodiak
42,Kyle Petty,Team SABCO,Pontiac cars,Coors Light Silver Bullet
43,Bobby Hamilton,Petty Enterprises,Pontiac,STP
44,Jeff Purvis,Phoenix Racing,Chevy,David Lee Murphy
57,Steve Seligman,O'Neil Racing,Ford,Matco Tools
71,Dave Marcis,Marcis Auto Racing,Chevrolet,Prodigy
73,Phil Barkdoll,Barkdoll Racing,Chevrolet,X-1R
75,Morgan Shepherd,Butch Mock Motorsports,Ford,Remington Arms
77,Bobby Hillin Jr.,Jasper Motorsports,Ford,Jasper Engines & Transmissions
81,Kenny Wallace,FILMAR Racing,Ford,"Square D, TIC Financial Systems"
87,Joe Nemechek,NEMCO Motorsports,Chevy,Burger King
88,Dale Jarrett,Robert Yates Racing,Ford,"Quality Care Service, Ford Credit"
90,Mike Wallace,Donlavey Racing,Ford,Heilig-Meyers
94,Bill Elliott,Bill Elliott Racing,Ford,McDonald's
95,Chuck Bown,Sadler Brothers Racing,Ford Motor Corporation,Shoney's Inn
97,Chad Little,Mark Rypien Motorsports,Pontiac,Sterling Cowboy
98,Jeremy Mayfield,Cale Yarborough Motorsports,FoMoCo,RCA
99,Jeff Burton,Roush Racing,Ford,Exide
