col0,col1,col2,col3
1980   (1st),Neil Leslie Diamond,Jazz Singer,Yussel Rabinovitch
1980   (1st),Michael Beck,Xanadu,Sonny Malone
1980   (1st),Robert Blake,Coast to Coast,Charles Callahan
1980   (1st),Michael Caine,Dressed to Kill,Dr. Robert Elliott
1980   (1st),Michael Caine,The Island,Blair Maynard
1980   (1st),Kirk Douglas,Saturn 3,Adam
1980   (1st),Richard Dreyfuss,The Competition,Paul Dietrich
1980   (1st),Anthony Hopkins,A Change of Seasons,Adam Evans
1980   (1st),Bruce Jenner,Can't Stop the Music,Ron White
1980   (1st),Sam J. Jones,Flash Gordon,Flash Gordon
1981   (2nd),Klinton Spilsbury,The Legend of the Lone Ranger,John Reid / The Lone Ranger
1981   (2nd),Gary Coleman,On the Right Track,Lester
1981   (2nd),Bruce Dern,Tattoo,Karl Kinsky
1981   (2nd),Richard Harris,"Tarzan, the Ape Man",James Parker
1981   (2nd),Kris Kristofferson,Heaven's Gate,James Averill
1981   (2nd),Kris Kristofferson,Rollover,Hubbell Smith
1982   (3rd),Laurence Olivier,Inchon,Douglas MacArthur
1982   (3rd),Willie Aames,Paradise,David
1982   (3rd),Willie Aames,Zapped!,Peyton Nichols
1982   (3rd),Christopher Atkins,The Pirate Movie,Frederic
1982   (3rd),Luciano Pavarotti,"Yes, Giorgio",Giorgio Fini
1982   (3rd),Arnold Schwarzenegger,Conan the Barbarian,Conan
1983   (4th),Christopher Atkins,A Night in Heaven,Rick Monroe
1983   (4th),Lloyd Bochner,The Lonely Lady,Walter Thornton
1983   (4th),Lou Ferrigno,Hercules,Hercules
1983   (4th),Barbra Streisand (in drag),Yentl,Anshel Mendel
1983   (4th),John Travolta,Staying Alive,Tony Manero
1983   (4th),John Travolta,Two of a Kind,Zack Melon
1984   (5th),Sylvester Stallone,Rhinestone,Nick Martinelli
1984   (5th),Lorenzo Lamas,Body Rock,Chilly
1984   (5th),Jerry Lewis,Slapstick of Another Kind,Wilbur Swain / Caleb Swain
1984   (5th),Peter O'Toole,Supergirl,Zaltar
1984   (5th),Burt Reynolds,Cannonball Run II,J.J. McClure
1984   (5th),Burt Reynolds,City Heat,Mike Murphy
1985   (6th),Sylvester Stallone,Rambo: First Blood Part II,John Rambo
1985   (6th),Sylvester Stallone,Rocky IV,Rocky Balboa
1985   (6th),Divine,Lust in the Dust,Rosie Velez
1985   (6th),Richard Gere,King David,David
1985   (6th),Al Pacino,Revolution,Tom Dobb
1985   (6th),John Travolta,Perfect,Adam Lawrence
1986   (7th),Prince,Under the Cherry Moon,Christopher Tracy
1986   (7th),Emilio Estevez,Maximum Overdrive,Bill Robinson
1986   (7th),Judd Nelson,Blue City,Billy Turner
1986   (7th),Sean Penn,Shanghai Surprise,Glendon Wasey
1986   (7th),Sylvester Stallone,Cobra,Marion 'Cobra' Cobretti
1987   (8th),Bill Cosby,Leonard Part 6,Leonard Parker
1987   (8th),Bruce the Shark,Jaws: The Revenge,A shark
1987   (8th),Judd Nelson,From the Hip,Robin 'Stormy' Weathers
1987   (8th),Ryan O'Neal,Tough Guys Don't Dance,Tim Madden
1987   (8th),Sylvester Stallone,Over the Top,Lincoln Hawk
1988   (9th),Sylvester Stallone,Rambo III,John Rambo
1988   (9th),Tom Cruise,Cocktail,Brian Flanagan
1988   (9th),Bobcat Goldthwait,Hot to Trot,Fred Chaney
1988   (9th),Jackie Mason,Caddyshack II,Jack Hartounian
1988   (9th),Burt Reynolds,Rent-a-Cop,Tony Church
1988   (9th),Burt Reynolds,Switching Channels,John L. Sullivan IV
1989   (10th),William Shatner,Star Trek V: The Final Frontier,James T. Kirk
1989   (10th),Tony Danza,She's Out of Control,Doug Simpson
1989   (10th),Ralph Macchio,The Karate Kid Part III,Daniel LaRusso
1989   (10th),Sylvester Stallone,Lock Up,Frank Leone
1989   (10th),Sylvester Stallone,Tango & Cash,Ray Tango
1989   (10th),Patrick Swayze,Next of Kin,Truman Gates
1989   (10th),Patrick Swayze,Road House,James Dalton
