col0,col1,col2
Hayastan,Gyumri,Shirak Airport
Austria,Innsbruck,Innsbruck Airport
Austria,"Salzburg, Austria",Salzburg Airport
Bielorussia,Minsk,Minsk National Airport
Belgium,Ostend,Ostend-Bruges International Airport
Bulgaria,Varna,Varna Airport
Cyprus,Larnaca,Larnaca International Airport
Czech Republic,Karlovy Vary,Karlovy Vary Airport
Egypt,Sharm El Sheikh,Sharm El Sheikh International Airport
Georgia,Batumi,Batumi International Airport
Georgia,Tbilisi,Tbilisi International Airport
Germany,Berlin,Berlin Brandenburg Airport
Germany,Cologne/Bonn,Cologne Bonn Airport
Germany,Karlsruhe/Baden-Baden,Karlsruhe/Baden-Baden Airport
Germany,Leipzig/Halle,Leipzig/Halle Airport
Germany,Memmingen,Memmingen Airport
Israel,Eilat,Ramon Airport
Italy,Bari,Bari Karol Wojtyła Airport
Italy,Bergamo,Orio al Serio International Airport
Italy,Cagliari,Cagliari Elmas Airport
Italy,Catania,Catania-Fontanarossa Airport
Italy,Genoa,Genoa Cristoforo Colombo Airport
Italy,Palermo,Falcone Borsellino Airport
Italy,Pisa,Pisa International Airport
Italy,Rimini,Federico Fellini International Airport
Italy,Rome,Leonardo da Vinci-Fiumicino Airport
Italy,Treviso/Venice,Treviso Airport
Kazakhstan,Almaty,Almaty International Airport
Kyrgyzstan,Osh,Osh Airport
Latvia,Riga,Riga International Airport
Montenegro,Tivat,Tivat Airport
Netherlands,Eindhoven,Eindhoven Airport
Russia,Anapa,Vityazevo Airport
Russia,Belgorod,Belgorod International Airport
Russia,Cheboksary,Cheboksary Airport
Russia,Gelendzhik,Gelendzhik Airport
Russia,Irkutsk,Irkutsk International Airport
Russia,Kirov,Pobedilovo Airport
Russia,Krasnodar,Krasnodar International Airport
Russia,Magas,Magas Airport
Russia,Makhachkala,Uytash Airport
Russia,Mineralnye Vody,Mineralnye Vody Airport
Russia,Moscow,Sheremetyevo International Airport
Russia,Moscow,Vnukovo International Airport
Russia,Murmansk,Emperor Nicholas II Murmansk Airport
Russia,Nalchik,Nalchik Airport
Russia,Nizhnevartovsk,Nizhnevartovsk Airport
Russia,Novosibirsk,Tolmachevo Airport
Russia,Perm,Bolshoye Savino Airport
Russia,Petrozavodsk,Besovets Airport
Russia,Rostov-on-Don,Platov International Airport
Russia,Rostov-on-Don,Rostov-on-Don Airport
Russia,Saint Petersburg,Pulkovo Airport
Russia,Samara,Kurumoch International Airport
Russia,Saransk,Saransk Airport
Russia,Saratov,Saratov Gagarin Airport
Russia,Sochi,Adler-Sochi International Airport
Russia,Surgut,Surgut International Airport
Russia,Tomsk,Bogashevo Airport
Russia,Tyumen,Roshchino International Airport
Russia,Ufa,Mustai Karim Ufa International Airport
Russia,Ulan-Ude,Baikal International Airport
Russia,Vladikavkaz,Beslan Airport
Russia,Volgograd,Gumrak Airport
Russia,Voronezh,Chertovitskoye Airport
Russia,Yekaterinburg,Koltsovo International Airport
Slovakia,Bratislava,Bratislava Airport
Spain,Girona,Girona-Costa Brava Airport
Spain,Reus,Reus Airport
Turkey,Alanya,Gazipaşa Airport
Turkey,Antalya,Antalya Airport
Turkey,Bodrum,Milas-Bodrum Airport
Turkey,Dalaman,Dalaman Airport
Turkey,Istanbul,Istanbul Airport
Turkey,Istanbul,Istanbul Sabiha Gökçen International Airport
United Arab Emirates,Abu Dhabi,Zayed International Airport
United Arab Emirates,Dubai,Al Maktoum International Airport
United Kingdom,London,London Stansted Airport
Uzbekistan,Samarqand,Samarqand International Airport
Uzbekistan,Tashkent,Islam Karimov Tashkent International Airport
