col0,col1,col2,col3,col4
"March 11, 2016",Shanghai,China,Mercedes-Benz Arena (Shanghai),"182,000"
"March 12, 2016   (2 shows)",Shanghai,China,Mercedes-Benz Arena (Shanghai),"182,000"
"March 13, 2016",Shenzhen,China,Shenzhen Bay Sports Center,"182,000"
"March 17, 2016",Chengchow,PRC,Henan Sports Center,"182,000"
"March 19, 2016",Nanjing,China,Nanjing Olympic Sports Center Gymnasium,"182,000"
"March 20, 2016",Hefei,CHN,Hefei Olympic Sports Center Stadium,"182,000"
"March 24, 2016",Hangzhou,China,Huanglong Stadium,"182,000"
"March 25, 2016",Nanchang,China,Nanchang International Sports Center Stadium,"182,000"
"March 26, 2016",Changsha,China,Helong Stadium,"182,000"
"June 5, 2016",Tianjin,PRC,Tianjin Olympic Center Stadium,
"June 10, 2016",Foshan,China,Foshan Century Lotus Sports Center,"110,000"
"June 12, 2016",Nanning,China,Guangxi Sports Center Main Stadium,"110,000"
"June 24, 2016",Harbin,PRC,Harbin International Convention and Exhibition Center Stadium,"110,000"
"June 26, 2016",Dalian,China,Damai Center,"110,000"
"June 30, 2016",Chongqing,China,Chongqing International Expo Center,"110,000"
"July 1, 2016",Chongqing,China,Chongqing International Expo Center,"110,000"
"July 2, 2016",Chongqing,China,Chongqing International Expo Center,"110,000"
"July 3, 2016",Chengdu,China,Chengdu Sports Centre,"110,000"
"July 7, 2016",Guangzhou,China,Guangzhou International Sports Arena,rowspan=5
"July 8, 2016",Guangzhou,Mainland China,Guangzhou International Sports Arena,None
"July 9, 2016",Guangzhou,China,Guangzhou International Sports Arena,None
"July 10, 2016",Xuzhou,cn,Xuzhou Olympic Sports Centre Stadium,None
"July 12, 2016",Xi'an,China,Shaanxi Province Stadium,None
"July 13, 2016",Luoyang,China,Luoyang City Sports Center Stadium,"45,000"
"July 15, 2016",Beijing,Mainland China,LeSports Center,rowspan=9
"July 16, 2016",Beijing,China,LeSports Center,None
"July 17, 2016",Beijing,PRC,LeSports Center,None
"July 21, 2016",Zhongshan,CN,Zhongshan Sports Center Stadium,None
"July 22, 2016",Hong Kong,Hong Kong,AsiaWorld-Arena,None
"July 23, 2016",Hong Kong,Hong Kong,AsiaWorld-Arena,None
"July 24, 2016   (2 shows)",Hong Kong,Hong Kong,AsiaWorld-Arena,None
"September 3, 2016",Macau,Macau,CotaiArena,None
"September 4, 2016",Macau,Macau,CotaiArena,None
"September 9, 2016",Taoyuan,Taiwan,NTSU Arena,"10,000"
"September 10, 2016",Taoyuan,Taiwan,NTSU Arena,"10,000"
"September 11, 2016",Kaohsiung,Taiwan,Kaohsiung Arena,
"October 1, 2016",Kuala Lumpur,Malaysia,Stadium Merdeka,"30,000"
"October 2, 2016",Singapore,Singapore,Singapore Indoor Stadium,"7,000"
"October 22, 2016",Honolulu,United States,Neal S. Blaisdell Center,"6,000"
