col0,col1,col2,col3
2000,Dancer in the Dark,Danser i mørket,Lars Trier
2000,In the Mood for Love,花样年华 / Fa yeung nin wa,Wong Kar-wai
2000,Malli,Malli,Santosh Sivan
2000,Time for Drunken Horses,زمانی برای مستی اسب‌ها / Zamani barayé masti asbha,Bahman Ghobadi
2000,The War Zone,The War Zone,Tim Roth
2001,Amélie,Le fabuleux destin d'Amélie Poulain,Jean-Pierre Jeunet
2001,Amores perros,Amores perros,Alejandro González Iñárritu
2001,Lumumba,Lumumba,Raoul Peck
2001,Sexy Beast,Sexy Beast,Jonathan Glazer
2001,Together,Tillsammans,Lukas Moodysson
2002,Y Tu Mamá También,Y Tu Mamá También,Alfonso Cuarón
2002,Atanarjuat: The Fast Runner,Atanarjuat,Zacharias Kunuk
2002,Time Out,L'emploi du temps,Laurent Cantet
2002,The Piano Teacher,La pianiste,Michael Haneke
2002,Bloody Sunday,Bloody Sunday,Paul Greengrass
2003,Whale Rider,Whale Rider,Niki Caro
2003,City of God,Cidade de Deus,Fernando Meirelles
2003,Lilya 4-Ever,Lilja 4-ever,Lukas Moodysson
2003,The Magdalene Sisters,The Magdalene Sisters,Peter Mullan
2003,The Triplets of Belleville,Les triplettes de Belleville,Sylvain Chomet
2004,The Sea Inside,Mar Adentro,Alejandro Amenabar
2004,Oasis,오아시스 / Oasiseu,Lee Chang-dong
2004,Bad Education,La mala educación,Pedro Almodóvar
2004,Red Lights,Feux rouges,Cédric Kahn
2004,Yesterday,Yesterday,Darrell Roodt
2005,Paradise Now,Paradise Now,Hany Abu-Assad
2005,The Death of Mr. Lazarescu,Moartea domnului Lazarescu,Cristi Puiu
2005,Duck Season,Temporada de patos,Fernando Eimbcke
2005,Head-On,Gegen die Wand,Fatih Akın
2005,Tony Takitani,トニー滝谷 / Tony Takitani,Jun Ichikawa
2006,The Lives of Others,Das Leben der Anderen,Florian Henckel von Donnersmarck
2006,12:08 East of Bucharest,A fost sau n-a fost?,Corneliu Porumboiu
2006,The Blossoming of Maximo Oliveros,Ang pagdadalaga ni Maximo Oliveros,Auraeus Solito
2006,Chronicle of an Escape,Crónica de una fuga,Israel Adrián Caetano
2006,Days of Glory,Indigènes,Rachid Bouchareb
2007,Once,Once,John Carney
2007,"4 Months, 3 Weeks and 2 Days","4 luni, 3 săptămâni şi 2 zile",Cristian Mungiu
2007,The Band's Visit,ביקור התזמורת / Bikur Ha-Tizmoret,Eran Kolirin
2007,Persepolis,Persepolis,Marjane Satrapi and Vincent Paronnaud
2007,Lady Chatterley,Lady Chatterley,Pascale Ferran
2008,The Class,Entre les murs,Laurent Cantet
2008,Gomorrah,Gomorra,Matteo Garrone
2008,The Secret of the Grain,La graine et le mulet,Abdellatif Kechiche
2008,Hunger,Hunger,Steve McQueen
2008,Silent Light,Stellet licht,Carlos Reygadas
2009,An Education,An Education,Lone Scherfig
2009,Everlasting Moments,Maria Larssons eviga ögonblick,Jan Troell
2009,The Maid,La nana,Sebastián Silva
2009,Mother,마더 / Madeo,Bong Joon-ho
2009,A Prophet,Un prophète,Jacques Audiard
