col0,col1,col2
2021,Borussia Düsseldorf,ttc berlin eastside
2020,1.F.C. Saarbrücken,ttc berlin eastside
2019,TTF Liebherr Ochsenhausen,ttc berlin eastside
2018,Borussia Düsseldorf,SV DJK Kolbermoor
2017,Borussia Düsseldorf,ttc berlin eastside
2016,Borussia Düsseldorf,ttc berlin eastside
2015,Borussia Düsseldorf,ttc berlin eastside
2014,Borussia Düsseldorf,ttc berlin eastside
2013,SV Werder Bremen,FSV Kroppach
2012,Borussia Düsseldorf,FSV Kroppach
2011,Borussia Düsseldorf,FSV Kroppach
2010,Borussia Düsseldorf,FSV Kroppach
2009,Borussia Düsseldorf,FSV Kroppach
2008,Borussia Düsseldorf,FSV Kroppach
2007,TTC Frickenhausen,TTC Langweid
2006,TTC Frickenhausen,Müllermilch Langweid
2005,Müller Würzburger Hofbräu,TV Busenbach
2004,TTF Ochsenhausen,Müllermilch Langweid
2003,Borussia Düsseldorf,FC Langweid
2002,TTC Zugbrücke Grenzau,FSV Kroppach
2001,TTC Zugbrücke Grenzau,FC Langweid
2000,TTF Ochsenhausen,FC Langweid
1999,TTC Zugbrücke Grenzau,FC Langweid
1998,Borussia Düsseldorf,Team Galaxis Lübeck
1997,TTF Ochsenhausen,Team Galaxis Lübeck
1996,Borussia Düsseldorf,FC Langweid
1995,Borussia Düsseldorf,TSG Dülmen
1994,TTC Zugbrücke Grenzau,Spvg Steinhagen
1993,Borussia Düsseldorf,Spvg Steinhagen
1992,Borussia Düsseldorf,Spvg Steinhagen
1991,TTC Zugbrücke Grenzau,Spvg Steinhagen
1990,Borussia Düsseldorf,Spvg Steinhagen
1989,ATSV Saarbrücken,Spvg Steinhagen
1988,Borussia Düsseldorf,DSC Kaiserberg
1987,TTC Zugbrücke Grenzau,FTG Frankfurt
1986,Borussia Düsseldorf,FTG Frankfurt
1985,ATSV Saarbrücken,ATSV Saarbrücken
1984,ATSV Saarbrücken,DSC Kaiserberg
1983,ATSV Saarbrücken,TSV Kronshagen
1982,Borussia Düsseldorf,DSC Kaiserberg
1981,Borussia Düsseldorf,DSC Kaiserberg
1980,Borussia Düsseldorf,TTVg Weiß-Rot-Weiß Kleve
1979,Borussia Düsseldorf,TSV Kronshagen
1978,Borussia Düsseldorf,DSC Kaiserberg
1977,SSV Reutlingen 05,DSC Kaiserberg
1976,TTC Altena,DSC Kaiserberg
1975,Borussia Düsseldorf,DSC Kaiserberg
1974,Borussia Düsseldorf,Kieler TTK Grün-Weiß
1973,TTC Altena,VfL Osnabrück
1972,Mettmanner TV,DSC Kaiserberg
1971,Borussia Düsseldorf,DSC Kaiserberg
1970,Borussia Düsseldorf,DSC Kaiserberg
1969,Borussia Düsseldorf,DTC Kaiserberg
1968,VfL Osnabrück,DTC Kaiserberg
1967,TuSa 08 Düsseldorf,DTC Kaiserberg
1966,VfL Osnabrück,DTC Kaiserberg
1965,TuSa 08 Düsseldorf,DTC Kaiserberg
1964,TuSa 08 Düsseldorf,Kieler TTK Grün-Weiß
1963,TuSa 08 Düsseldorf,DTC Kaiserberg
1962,TuSa 08 Düsseldorf,DTC Kaiserberg
1961,Borussia Düsseldorf,Kieler TTK Grün-Weiß
1960,TTC Mörfelden,TK Hannover
1959,TTV Metelen,Eintracht Frankfurt
1958,TSV Milbertshofen,Eintracht Frankfurt
1957,TTC Mörfelden,Eintracht Frankfurt
1956,TTC Mörfelden,Eintracht Frankfurt
1955,TTC Mörfelden,TTC Rot-Weiß Hamburg
1954,MTV München 1879,TTC Rot-Weiß Hamburg
1953,MTV München 1879,Eintracht Frankfurt
1952,TSV Milbertshofen,Eintracht Frankfurt
1951,MTV München 1879,MTV München 1879
1950,MTV München 1879,TSV Union Wuppertal
1949,MTV München 1879,TSV Union Wuppertal
1948,MTV München 1879,Eintracht Frankfurt
1947,MTV München 1879,-
1939,Post SV Wien,Post SV Wien
1938,Hamburger SV,BSG Osram Berlin
1937,Hamburger SV,BSG Osram Berlin
1936,BSG Osram Berlin,BSG Osram Berlin
1935,TTC Friedenau-Berlin,Reemtsma-SG Dresden
1934,TTC Gelb-Weiß Berlin,TTC Kurpfalz Ludwigshafen
1933,Kieler TTK Grün-Weiß,-
