col0,col1,col2
BP 111,BP-111,"6,386 ft"
Brassiere Hills,,"2,406 ft"
Cairn Peak,,"4,505 ft"
Camp-4 Peak,,"5,080 ft"
Camp-15 Peak,,"5,905 ft"
Couloir Peak,,"6,227 ft"
Dike Mountain,,"1,942 m"
Flower Tower,,"5,830 ft"
Glacier King,58.42.34,"6,400 ft"
Guardian Mountain,,"5,060 ft"
Hodgkins Peak,,"5,800 ft"
Mammary Peak,,"6,404 ft"
Mount Adams,,"6,500 ft"
Mustang Peak,,"1,944 m"
Nugget Mountain,Nugget Mountain,"5,587 ft"
Rhino Peak,,"5,914 ft"
Shoehorn Mountain,Shoehorn Mountain,"5,310 ft"
Slanting Peak,,"1,585 m"
Snowpatch Crag,,"6,345 ft"
Sparrow Peak,,"1,880 m"
Split Thumb,,"5,523 ft"
Stronghold Peak,,"6,310 ft"
Taku Towers,Taku Towers,Taku Towers
,Taku D,"5,810 ft"
Vantage Peak,,"5,585 ft"
Un-Named Peaks,Un-Named Peaks,Un-Named Peaks
Un-Named Peak,58.31.4,"5,500 ft"
Un-Named Peak,58.32.30,"5,905 ft"
Un-Named Peak,58.32.45,"4,540 ft"
Un-Named Peak,58.35.31,"5,300 ft"
Un-Named Peak,58.35.53,"6,300 ft"
Un-Named Peak,58.37.20,"5,847 ft"
Un-Named Peak,58.38.44,"5,300 ft"
Un-Named Peak,58.39.34,"5,960 ft"
Un-Named Peak,58.40.19,"5,500 ft"
Un-Named Peak,58.40.48,"5,600 ft"
Un-Named Peak,58.41.43,"5,750 ft"
Un-Named Peak,58.42.28,"5,000 ft"
Un-Named Peak,58.43.12,"5,650 ft"
Un-Named Peak,58.43.24,"5,370 ft"
Un-Named Peak,58.43.36,"5,340 ft"
Un-Named Peak,58.45.57,"5,332 ft"
Un-Named Peak,58.48.16,"6,500 ft"
Un-Named Peak,58.53.58,"5,678 ft"
Un-Named Peak,58.57.8,"1,882 m"
Un-Named Peak,58.57.32,"5,800 ft"
Un-Named Peak,59.2.11,"1,901 m"
Un-Named Peak,59.2.50,"1,917 m"
Un-Named Peak,59.4.12,"5,332 ft"
Un-Named Peak,59.6.51,"1,960 m"
Un-Named Peak,59.6.51,"5,977 ft"
Un-Named Peak,59.6.55,"6,291 ft"
Un-Named Peak,59.7.18,"1,901 m"
Un-Named Peak,59.7.22,"1,939 m"
Un-Named Peak,59.8.17,"1,959 m"
Un-Named Peak,59.8.23,"1,939 m"
Un-Named Peak,59.8.59,"1,972 m"
Un-Named Peak,59.9.36,"6,395 ft"
Un-Named Peak,59.10.3,"1,960 m"
Un-Named Peak,59.10.16,"1,702 m"
Un-Named Peak,59.12.26,"1,960 m"
Un-Named Peak,59.13.13,"1,934 m"
Un-Named Peak,59.13.35,"1,978 m"
Un-Named Peak,59.14.2,"6,110 ft"
Un-Named Peak,59.14.24,"1,882 m"
Un-Named Peak,59.14.28,"1,760 m"
Un-Named Peak,59.15.32,"5,979 ft"
Un-Named Peak,59.19.15,"1,898 m"
Un-Named Peak,59.21.25,"1,980 m"
Un-Named Peak,59.25.5,"1,820 m"
Un-Named Peak,59.25.24,"1,986 m"
Un-Named Peak,59.25.48,"1,960 m"
Un-Named Peak,59.25.54,"1,978 m"
Un-Named Peak,59.25.55,"1,969 m"
Un-Named Peak,59.26.10,"1,957 m"
Un-Named Peak,59.29.25,"1,986 m"
