col0,col1,col2
Armenia,Yerevan,Zvartnots International Airport
Republic of Azerbaijan,City of Winds,Heydar Aliyev International Airport
Bosnia and Herzegovina,City of Sarajevo,Butmir Airport
Bulgaria,Bourgas,Burgas Airport
Bulgaria,Plovdiv,Plovdiv Airport
Bulgaria,Sofia,Sofia Airport
Croatia,Dubrovnik,Dubrovnik Airport
Cyprus,Larnaca,Larnaca International Airport
Cyprus,Paphos,Paphos International Airport
Czech Republic,Prague,Václav Havel Airport Prague
Egypt,Sharm El Sheikh,Sharm El Sheikh International Airport
Finland,Rovaniemi,Rovaniemi Airport
France,Grenoble,Alpes-Isère Airport
France,Paris,Charles de Gaulle Airport
France,Strasbourg,Strasbourg Airport
Georgia,Batumi,Alexander Kartveli Batumi International Airport
Georgia,Tbilisi,Shota Rustaveli Tbilisi International Airport
Germany,Berlin,Berlin Brandenburg Airport
Greece,Athens,Athens International Airport
Greece,Heraklion,Heraklion International Airport
Greece,Karpathos,Karpathos Airport
Greece,Kos,Kos International Airport
Greece,Mykonos,Mykonos Airport
Greece,Rhodes,Rhodes International Airport
Hungary,Budapest,Budapest Ferenc Liszt International Airport
India,Goa,Dabolim Airport
India,Goa,Manohar International Airport
India,Kochi,Cochin International Airport
Ireland,Dublin,Dublin Airport
Israel,Eilat,Eilat Airport
Israel,Eilat,Ramon Airport
Israel,Haifa,Haifa Airport
Israel,Jerusalem,Atarot Airport
Israel,Tel Aviv,Ben Gurion Airport
Israel,Tel Aviv,Sde Dov Airport
Italy,Bergamo,Orio al Serio International Airport
Italy,Catania,Catania-Fontanarossa Airport
Italy,Rome,Rome Fiumicino Airport
Italy,Verona,Verona Villafranca Airport
Moldova,Chișinău,Chișinău International Airport
Morocco,Essaouira,Essaouira-Mogador Airport
Morocco,Marrakesh,Marrakesh Menara Airport
Netherlands,Amsterdam,Amsterdam Airport Schiphol
North Macedonia,Ohrid,Ohrid St. Paul the Apostle Airport
Norway,Bergen,"Bergen Airport, Flesland"
Norway,Oslo,"Oslo Airport, Gardermoen"
Romania,Bucharest,Henri Coandă International Airport
Serbia,Belgrade,Belgrade Nikola Tesla Airport
Seychelles,Mahé,Seychelles International Airport
Slovakia,Piešťany,Piešťany Airport
Slovenia,Ljubljana,Ljubljana Jože Pučnik Airport
Spain,Barcelona,Barcelona-El Prat Airport
Spain,Madrid,Madrid-Barajas Airport
Sri Lanka,Colombo,Bandaranaike International Airport
Tanzania,Zanzibar City,Abeid Amani Karume International Airport
Thailand,Bangkok,Suvarnabhumi Airport
Turkey,Istanbul,Istanbul Airport
Ukraine,Odesa,Odesa International Airport
United Arab Emirates,Dubai,Dubai International Airport
United Kingdom,London,London Stansted Airport
United Kingdom,Manchester,Manchester Airport
