col0,col1,col2
Exeter,Labour Party (Great Britain) -- Wales -- Records and correspondence,"UK general election, 1997"
South Swindon,Conservatives,2010
Bournemouth West,Conservative,2010
Cheltenham,UK Conservative Party,2015
Christchurch,Conservative Party (UK),1997
The Cotswolds,Conservative,1997
Torridge and West Devon,Conservative,2005
Bristol West,Labour Party (UK),2015
Chippenham,Conservative,2015
St Austell and Newquay,Conservative,2015 UK general election
South Dorset,Conservative,"UK general election, 2010"
Stroud,Labour Co-op,2017
Bournemouth East,Conservative Party (Great Britain) -- Elections,2005
Camborne and Redruth,Conservative,2010
Torbay,Conservative and Unionist Party,2015
North Somerset,British Conservative Party,"UK general election, 2010"
Yeovil,Conservatives,2015
Salisbury,Tories,"UK general election, 2010"
Gloucester,Conservative Party (Great Britain) -- Records and correspondence,2010
North Wiltshire,Tory Party,1997 general election
Thornbury and Yate,UK Conservative Party,"UK general election, 2015"
Forest of Dean,Conservative,2005
Wells,Conservative Party (Great Britain) -- Elections,2015
North Devon,United Kingdom Conservative Party,2015 UK general election
North Dorset,Conservative,2015
Bath,Liberal Democrats,2017
Bristol North West,Labour,2017
West Dorset,Independent   (suspended from   Conservatives),1997 general election
Bridgwater and West Somerset,Conservative Party (Great Britain) -- Elections,2001
Filton and Bradley Stoke,UK Conservative Party,"UK general election, 2010"
North Cornwall,Conservative Party (Great Britain) -- Elections,2015
Plymouth Moor View,Conservative,2015
Newton Abbot,Conservative,2010
Bristol East,Labour,2005
South East Cornwall,Conservative,2010
South West Wiltshire,Conservative,"UK general election, 2010"
Truro and Falmouth,Conservative Party (UK),2010
Tiverton and Honiton,Conservative,2010
Weston-super-Mare,United Kingdom Conservative Party,2005
Devizes,Tory Party,"UK general election, 2010"
Plymouth Sutton and Devonport,Labour Co-op,2017
Taunton Deane,Conservative,2015
North East Somerset,Conservative Party (Great Britain) -- Elections,"UK general election, 2010"
Tewkesbury,Conservative,1997 UK general election
Kingswood,Tories,2010
Bristol South,Labour,2015
South West Devon,Conservatives,1997
Central Devon,Conservative,2010
East Devon,Conservative,2001
Poole,Conservative,"UK general election, 1997"
St Ives,Conservative,2015
North Swindon,United Kingdom Conservative Party,2010
Mid Dorset and North Poole,Tory Party,2015 UK general election
Somerton and Frome,Conservative,2015
Totnes,Liberal Democrats   (prev. Conservative   and Change UK),2010
