col0,col1,col2,col3,col4
1979,Øvrebø,Bente Mestad,Mette Mestad,Lilly Berland
1980,Austmarka,Mette Mestad,Bente Mestad,Mona Hauger
1981,Bardufoss,Bente Mestad,Mette Mestad,Reidun Åsen
1982,Steinkjer,Mette Mestad,Annita Nygård,Bente Mestad
1983,Lygna,Sanna Grønlid,Gry Østvik,Siv Bråten
1984,Vossestrand,Rigmor Hansen,Mette Mestad,Ingeborg N. Krokstad
1985,Fyresdal,Mette Mestad,Bente Mestad,Gry Østvik
1986,Geilo,Sanna Grønlid,Mette Mestad,Anne Elvebakk
1987,Tromsø,Siv Bråten Lunde,Sanna Grønlid,Anne Elvebakk
1988,Dombås,Anne Elvebakk,Elin Kristiansen,Siri Grundnes
1989,Sørskogsbygda,Anne Elvebakk,Synnøve Thoresen,Mona Bollerud
1990,Voss,Grete Ingeborg Nykkelmo,Elin Kristiansen,Synnøve Thoresen
1991,Steinkjer,Grete Ingeborg Nykkelmo,Anne Elvebakk,Unni Kristiansen
1992,Skrautvål,Grete Ingeborg Nykkelmo,Signe Trosten,Ann-Elen Skjelbreid
1993,Brumunddal,Åse Idland,Anne Elvebakk,Annette Sikveland
1994,Trondheim,Annette Sikveland,Anne Elvebakk,Gunn Margit Andreassen
1995,Fet,Ann-Elen Skjelbreid,Liv Grete Skjelbreid,Elin Kristiansen
1996,Brumunddal,Hildegunn Mikkelsplass,Ann-Elen Skjelbreid,Gunn Margit Andreassen
1997,Snåsa,Liv Grete Skjelbreid,Ann-Elen Skjelbreid,Eli Merete Melheim
1998,Dokka   Dombås,Liv Grete Skjelbreid,Hildegunn Mikkelsplass,Annette Sikveland
1999,Tana,Liv Grete Skjelbreid,Ann-Elen Skjelbreid,Gunn Margit Andreassen
2000,Meråker   Ål,Liv Grete Skjelbreid,Linda Tjørhom,Gunn Margit Andreassen
2001,Ål,Gro Marit Istad,Ann-Elen Skjelbreid,Linda Tjørhom
2002,Nordfjordeid,Liv Grete Skjelbreid Poirée,Borghild Ouren,Gunn Margit Andreassen
2003,Tromsø,Gunn Margit Andreassen,Liv Kjersti Eikeland,Borghild Ouren
2004,Steinkjer,Liv Kjersti Eikeland,Gro Marit Istad Kristiansen,Borghild Ouren
2005,Bossmo   Ytteren   Skonseng,Linda Tjørhom,Julie Bonnevie-Svendsen,Gro Marit Istad Kristiansen
2006,Trondheim   Byåsen,Liv Grete Skjelbreid Poirée,Tora Berger,Linda Tjørhom
2007,Folldal,Julie Bonnevie-Svendsen,Anne Ingstadbjørg,Liv Kjersti Eikeland
2008,Stryn,Tora Berger,Julie Bonnevie-Svendsen,Solveig Rogstad
2009,Lillehammer,Julie Bonnevie-Svendsen,Solveig Rogstad,Kari Henneseid Eie
2010,Simostranda,Ann Kristin Flatland,Tora Berger,Synnøve Solemdal
2011,Målselv,Tora Berger,Synnøve Solemdal,Jori Mørkve
2012,Trondheim,Tora Berger,Synnøve Solemdal,Fanny Welle-Strand Horn
2013,Dombås,Tiril Eckhoff,Synnøve Solemdal,Fanny Welle-Strand Horn
2014,Voss,Tora Berger,Tiril Eckhoff,Kaia Wøien Nicolaisen
2015,Sirdal,Marte Olsbu,Ingrid Landmark Tandrevold,Astrid Wathne Matthiessen
2016,Dombås,Synnøve Solemdal,Ingrid Landmark Tandrevold,Marte Olsbu
