col0,col1,col2,col3
2000,Joaquin Rafael Bottom,Commodus / Abbé du Coulmier / Willie Gutierrez,Gladiator / Quills / The Yards
2001,Krishna Pandit Bhanji,Don Logan,Sexy Beast
2001,"James ""Jim"" Broadbent",John Bayley,Iris
2001,Jon Voight,Howard Cosell,Ali
2002,Chris Cooper,John Laroche,Adaptation.
2002,Alfred Molina,Diego Rivera,Frida
2002,Paul Newman,John Rooney,Road to Perdition
2003,Tim Robbins,Dave Boyle,Mystic River
2003,Alec Baldwin,Shelly Kaplow,The Cooler
2003,Paul Bettany,Dr. Stephen Marturin,Master and Commander: The Far Side of the World
2003,Benicio del Toro,Jack Jordan,21 Grams
2003,Ken Watanabe,Lord Moritsugu Katsumoto,The Last Samurai
2004,Thomas Haden Church,Jack Cole,Sideways
2004,Jamie Foxx,Max Durocher,Collateral
2004,Morgan Freeman,Eddie Scrap Iron Dupris,Million Dollar Baby
2004,Clive Owen,Larry Gray,Closer
2004,Peter Sarsgaard,Clyde Martin,Kinsey
2005,Paul Giamatti,Joe Gould,Cinderella Man
2005,Matt Dillon,Sgt. John Ryan,Crash
2005,Terrence Howard,Cameron Thayer,Crash
2005,George Clooney,Bob Barnes,Syriana
2005,Kevin Costner,Denny Davies,The Upside of Anger
2005,Jake Gyllenhaal,Jack Twist,Brokeback Mountain
2006,Eddie Murphy,James Thunder Early,Dreamgirls
2006,Ben Affleck,George Reeves,Hollywoodland
2006,Alan Arkin,Edwin Hoover,Little Miss Sunshine
2006,Adam Beach,Ira Hayes,Flags of Our Fathers
2006,Djimon Hounsou,Solomon Vandy,Blood Diamond
2006,Jack Nicholson,Francis Frank Costello,The Departed
2007,Javier Bardem,Anton Chigurh,No Country for Old Men
2007,Casey Affleck,Robert Ford,The Assassination of Jesse James by the Coward Robert Ford
2007,Philip Seymour Hoffman,Gust Avrakotos,Charlie Wilson's War
2007,Hal Holbrook,Ron Franz,Into the Wild
2007,Tom Wilkinson,Arthur Edens,Michael Clayton
2008,Heath Ledger (posthumously),Joker,The Dark Knight
2008,Josh Brolin,Dan White,Milk
2008,James Franco,Scott Smith,Milk
2008,Robert Downey Jr.,Kirk Lazarus,Tropic Thunder
2008,Philip Seymour Hoffman,Father Brendan Flynn,Doubt
2009,Christoph Waltz,Col. Hans Landa,Inglourious Basterds
2009,Matt Damon,Francois Pienaar,Invictus
2009,Woody Harrelson,Cpt. Tony Stone,The Messenger
2009,Christian McKay,Orson Welles,Me and Orson Welles
2009,Alfred Molina,Jack Mellor,An Education
2009,Stanley Tucci,George Harvey,The Lovely Bones
