col0,col1,col2,col3
Albert,Country,John Rosser,Tom Plunkett (CP)
Aubigny,Country,John Tomlinson,Jim Sparkes (CP)
Barcoo,Queensland Labor,Ned Davis,James Keehan (QPP)
Baroona,Labor,Bill Power,Kenneth Toombes (QPP)
Bowen,Communist,John Barry,George McLean (CP)
Bremer,Labor,Jim Donald,Henry Davidson (QPP)
Brisbane,Labor,Johnno Mann,Maurice Mitchell (QPP)
Bulimba,Independent Labor,Bob Gardner,Hilda Brotherton (QPP)
Bundaberg,Frank Barnes Labor,Viv Brown,Geoffrey Boreham (QPP)
Buranda,Labor,Dick Brown,William Scott (QPP)
Cairns,Frank Barnes Labor,Thomas Crowley,Ian MacKinnon (CP)
Carnarvon,Labor,Paul Hilton,Harold Phillips (CP)
Carpentaria,Labor,Norm Smith,
Charters Towers,Queensland Labor,Arthur Jones,Reg Smith (CP)
Cook,Labor,Harold Collins,Charles Griffin (CP)
Cooroora,Country,Robert Spencer,David Low (CP)
Cunningham,Country,John Hilton,Malcolm McIntyre (CP)
Dalby,Queensland Labor,George Wilkes,Charles Russell (CP)
East Toowoomba,Queensland Labor,Les Wood,Gordon Chalk (QPP)
Enoggera,People's Party,Mark Scanlan,Kenneth Morris (QPP)
Fassifern,Country,Tom Thorpe,Alf Muller (CP)
Fitzroy,Queensland Labor,Jim Clark,Harry Weir (QPP)
Fortitude Valley,Labor,Samuel Brassington,William Brenan (QPP)
Gregory,Labor,George Devries,Gordon Lee (CP)
Gympie,Labor,Thomas Dunstan,Ronald Witham (QPP)
Hamilton,People's Party,Vic Bartlett,Harold Taylor (QPP)
Herbert,Queensland Labor,Stephen Theodore,Carlisle Wordsworth (CP)
Ipswich,Queensland Labor,David Gledson,Harry Shapcott (QPP)
Isis,Country,Samuel Round,William Brand (CP)
Ithaca,Queensland Labor,Ned Hanlon,Frank Roberts (QPP)
Kelvin Grove,Labor,Bert Turner,Kenneth Fielding (QPP)
Kennedy,Queensland Labor,Cecil Jesson,Robert Johnston (QPP)
Keppel,Labor,Walter Ingram,John Reid (CP)
Kurilpa,Queensland Labor,Kerry Copley,Doug Berry (QPP)
Logan,People's Party,Ferdinand Scholl,Thomas Hiley (QPP)
Mackay,Labor,Fred Graham,Jack Broughton (CP)
Maranoa,Labor,John Taylor,Finlay Skinner (CP)
Maree,Independent,Leslie Brown,Louis Luckins (QPP)
Maryborough,Labor,David Farrell,Frank Lawrence (QPP)
Merthyr,Queensland Labor,Bill Moore,Bert Frost (QPP)
Mirani,Labor,Ted Walsh,Ernie Evans (CP)
Mundingburra,Hermit Park Labor,George Parker,
Murrumba,Country,,Frank Nicklin (CP)
Nanango,Country,Daniel Carroll,Joh Bjelke-Petersen (CP)
Normanby,Queensland Labor,Tom Foley,Bill Rundle (CP)
Nundah,Labor,Frank Roberts,Alex Dewar (QPP)
Oxley,People's Party,William Wood,Tom Kerr (QPP)
Port Curtis,Labor,Jim Burrows,William McGreever (CP)
Rockhampton,Queensland Labor,James Larcombe,Arthur Gordon (QPP)
Sandgate,People's Party,Ron McAuliffe,Eric Decker (QPP)
South Brisbane,Queensland Labor,Vince Gair,Winston Noble (QPP)
Stanley,Country,,Duncan MacDonald (CP)
The Tableland,Queensland Labor,Harry Bruce,Herbert Trackson (CP)
Toowong,People's Party,Frank Venables,Charles Wanstall (QPP)
Toowoomba,Labor,Jack Duggan,Victor Boettcher (QPP)
Townsville,Queensland Labor,George Keyatta,Fred Feather (CP)
Warrego,Labor,Harry O'Shea,Robert King (CP)
Warwick,Labor,John Healy,Otto Madsen (CP)
West Moreton,Country,Jack Ryan,Ted Maher (CP)
Wide Bay,Country,George Stockwell,James Heading (CP)
Windsor,People's Party,Erle Wettemeyer,Bruce Pie (QPP)
Wynnum,Labor,Bill Gunn,Syd Ewart (QPP)
