col0,col1,col2
Abitibi,Gérard Laprise,Social Credit
Ahuntsic,Jeanne Sauve,LPC
Argenteuil,Francis Fox,Grits
Beauce,Yves Caron,Canadian Liberals
Beauharnois—Salaberry,Gérald Laniel,Liberal
Bellechasse,Joseph Lambert,Social Credit
Berthier,Antonio Yanakis,Grits
Brome—Missisquoi,Heward Grafftey,Progressive Conservative
Bonaventure—Îles-de-la-Madeleine,Albert Béchard,Liberal
Montreal—Bourassa,Jacques Trudel,Canadian Liberals
Chambly,Yvon L'Heureux,Liberal
Champlain,René Matte,Social Credit Party
Charlevoix,Gilles Caouette,Social Credit
Chicoutimi,Paul Langlois,Liberal
Compton,Henry Latulippe,Social Credit Party
Dollard,Jean-Pierre Goyer,Liberal
Drummond,Jean-Marie Boisvert,Social Credit Party
Duvernay,Yves Demers,Canadian Liberals
Frontenac,Léopold Corriveau,Liberal
Gamelin,Arthur Portelance,Canadian Liberals
Gaspé,Alexander Cyr,Liberal
Gatineau,Gaston Clermont,Canadian Liberals
Hochelaga,Gérard Pelletier,Canadian Liberals
Hull,Joseph Isabelle,Liberal
Joliette,Roch La Salle*,Independent then Progressive Conservative
Joliette,Roch La Salle*,Independent then Progressive Conservative
Labelle,Maurice Dupras,LPC
Lac-Saint-Jean,Marcel Lessard,Grits
Lachine—Lac-Saint-Louis,Roderick Blaker,Grits
Lafontaine,Georges-C. Lachance,Liberal
Langelier,Jean Marchand,Canadian Liberals
Lapointe,Gilles Marceau,Canadian Liberals
La Prairie,Ian Watson,Liberal
Lasalle,John Campbell,Liberal
Laurier,Fernand Leblanc,Liberal
Laval,Marcel-Claude Roy,LPC
Lévis,Raynald Guay,Liberal
Longueuil,Joseph Mario Jacques Olivier,Liberal
Lotbiniere,André-Gilles Fortin,Social Credit
Louis-Hébert,Albanie Morin,LPC
Maissonneuve—Rosemont,J. Antonio Thomas,Liberal
Manicouagan,Gustave Blouin,Liberal
Matane,Pierre de Bané,Canadian Liberals
Mercier,Prosper Boulanger,Liberal
Montmorency,Ovide Laflamme,Liberal
Mount Royal,Pierre Trudeau,Liberal
Notre-Dame-de-Grâce,Warren Allmand,Liberal
Outremont,Marc Lalonde,Liberal
Papineau,André Ouellet,Grits
Pontiac,Thomas Lefebvre,Liberal
Portneuf,Roland Godin,Social Credit
Quebec East,Gérard Duquet,Canadian Liberals
Richelieu,Florian Côté,Liberal
Richmond,Léonel Beaudoin,Social Credit Party
Rimouski,Eudore Allard,Social Credit
Roberval,Charles-Arthur Gauthier,Social Credit
Saint-Denis,Marcel Prud'homme,LPC
Saint-Henri,Gérard Loiselle,Canadian Liberals
Saint-Hyacinthe,Claude Wagner,Progressive Conservative
Saint-Jacques,Jacques Guilbault,Liberal
Saint-Jean,Walter Smith,LPC
Saint-Maurice,Jean Chrétien,Liberal
Saint-Michel,Monique Bégin,Liberal
Sainte-Marie,Raymond Dupont,Grits
Shefford,Gilbert Rondeau,Social Credit Party
Sherbrooke,Irénée Pelletier,Liberal
Témiscamingue,Réal Caouette,Social Credit
Témiscouata,Rosaire Gendron,Liberal
Terrebonne,Joseph-Roland Comtois,Liberal
Trois-Rivières,Claude G. Lajoie,Grits
Vaudreuil,Harold Herbert,Liberal
Verdun,Bryce Mackasey,Liberal
Villeneuve,Oza Tétrault,Social Credit Party
Westmount,Bud Drury,Canadian Liberals
