col0,col1,col2
Sarah Tonde,Burkina Faso,athletics
Severine Nebie,Burkina Faso   Ghana   France,judo   sambo   jujutsu
Aïssata Soulama,Republic of Burkina Faso,athletics   track and field
Angelika Ouedraogo,🇧🇫,swimming   modern pentathlon
Hanatou Ouelogo,bf,judo
Marthe Koala,Burkina Faso,athletics
Christophele Ouattara,Burkina Faso,athletics
Lynda Ouédraogo,Burkina Faso,light athletics
Béatrice Kamboulé,bf,sport of athletics
Irène Tiéndrebeogo,Burkina Faso   Monaco,athletics
Elisabeth Nikiema,bf,swimming
Stella Ilboudo,🇧🇫,association football
Laetitia Bambara,Burkina Faso   France,sport of athletics
Chantal Ouoba,Republic of Upper Volta (-1984),athletics
Mariama Ouiminga,Republic of Burkina Faso,athletics
Pon-Karidjatou Traoré,Burkina Faso,athletics
Haoua Yao,Burkina Faso,association football
Kadidia Nikiema,Burkina Faso,track and field
Worokia Sanou,bf,light athletics
Salimata Simporé,Republic of Upper Volta (-1984),association football
Alyma Soura,bf,sport of athletics
Mariette Mien,Burkina Faso,sport of athletics
Fatoumata Koala,Republic of Upper Volta (-1984),athletics
Gloria Guissou,Burkina Faso,karate
Madeleine Bonzi,Republic of Upper Volta (-1984),sport of athletics
Yvette Zié,bf,amateur wrestling
Awa Bamogo,🇧🇫,cycle sport
Latifatou Soro,Burkina Faso,karate
Bilguissa Simporé,Burkina Faso,association football
Juliette Nana,Burkina Faso,association football
Habibou Sana,Republic of Burkina Faso,association football
Charlotte Millogo,Burkina Faso,association football
Madina Touré,Burkina Faso,athletics
Madinatou Rouamba,Republic of Upper Volta (-1984),association football
Roukieta Ouedraogo,Burkina Faso,cycle sport
Clarisse Bilgo,Burkina Faso,cycle sport
Lamoussa Zoungrana,Republic of Burkina Faso,cycle sport
Lydie Congo,Republic of Burkina Faso,cycle sport
Emilienne Sawadogo,Burkina Faso,cycle sport
Awa Yaro,Burkina Faso,cycle sport
Natacha Hien,🇧🇫,cycle sport
Nemata Nikiema,Burkina Faso,athletics
Pascaline Dambinga,Burkina Faso,
Marriam Ouattara,Burkina Faso,
Chantal Zongo,Republic of Burkina Faso,
Rasmata Sawadogo,Burkina Faso,
Habibou Ouedraogo,🇧🇫,
Adama Congo,Burkina Faso,association football
Sita Sibiri,Republic of Burkina Faso,sport of athletics
Diane Paré,bf,judo
Fabiola Bila,Burkina Faso,beach volleyball
