col0,col1,col2
Jeff Bridges,Tron: Legacy,Kevin Flynn / CLU
George Timothy Clooney,The American,Jack / Edward
Leonardo DiCaprio,Inception,Dom Cobb
Leonardo DiCaprio,Shutter Island,Teddy Daniels
Robert Downey Jr.,Iron Man 2,Tony Stark / Iron Man
Ryan Reynolds,Buried,Paul Conroy
Michael Shannon,Take Shelter,Curtis LaForche
Antonio Banderas,The Skin I Live In,Dr. Robert Ledgard
Dominic Cooper,The Devil's Double,Uday Hussein / Latif Yahia
Tom Cruise,Mission: Impossible - Ghost Protocol,Ethan Hunt
Chris Evans,Captain America: The First Avenger,Steve Rogers / Captain America
Ben Kingsley,Hugo,Georges Méliès
Matthew McConaughey,Killer Joe,Joe Cooper
Christian Bale,The Dark Knight Rises,Bruce Wayne / Batman
Daniel Craig,Skyfall,James Bond
Martin Freeman,The Hobbit: An Unexpected Journey,Young Bilbo Baggins
Joseph Gordon-Levitt,Looper,Young Joe
Hugh Jackman,Les Misérables,Jean Valjean
Robert Downey Jr.,Iron Man 3,Tony Stark / Iron Man
Oscar Isaac,Inside Llewyn Davis,Llewyn Davis
Simon Pegg,The World's End,Gary King
Joaquin Phoenix,Her,Theodore Twombly
Brad Pitt,World War Z,Gerry Lane
Ben Stiller,The Secret Life of Walter Mitty,Walter Mitty
Chris Pratt,Guardians of the Galaxy,Peter Quill / Star-Lord
Tom Cruise,Edge of Tomorrow,Maj. William Cage
Chris Evans,Captain America: The Winter Soldier,Steve Rogers / Captain America
Jake Gyllenhaal,Nightcrawler,Louis Bloom
Michael Keaton,Birdman,Riggan Thomson / Birdman
Matthew McConaughey,Interstellar,Cooper
Dan Stevens,The Guest,David Collins
Harrison Ford,Star Wars: The Force Awakens,Han Solo
John Boyega,Star Wars: The Force Awakens,Finn
Matt Damon,The Martian,Mark Watney
Leonardo Wilhelm DiCaprio,The Revenant,Hugh Glass
Taron Egerton,Kingsman: The Secret Service,Gary Eggsy Unwin
Domhnall Gleeson,Ex Machina,Caleb Smith
Samuel L. Jackson,The Hateful Eight,Major Marquis Warren
Paul Rudd,Ant-Man,Scott Lang / Ant-Man
Ryan Reynolds,Deadpool,Wade Wilson / Deadpool
Benedict Cumberbatch,Doctor Strange,Dr. Stephen Strange
Chris Evans,Captain America: Civil War,Steve Rogers / Captain America
Matthew McConaughey,Gold,Kenny Wells
Chris Pine,Star Trek Beyond,Captain James T. Kirk
Chris Pratt,Passengers,Jim Preston
Mark Rylance,The BFG,The BFG
Mark Hamill,Star Wars: The Last Jedi,Luke Skywalker
Chadwick Boseman,Black Panther,T'Challa / Black Panther
Ryan Gosling,Blade Runner 2049,K
Hugh Jackman,Logan,Logan / Wolverine
Daniel Kaluuya,Get Out,Chris Washington
Andy Serkis,War for the Planet of the Apes,Caesar
Vince Vaughn,Brawl in Cell Block 99,Bradley Thomas
Robert Downey Jr.,Avengers: Endgame,Tony Stark / Iron Man
Jeff Bridges,Bad Times at the El Royale,Father Daniel Flynn / Dock O'Kelly
Nicolas Cage,Mandy,Red Miller
Tom Cruise,Mission: Impossible - Fallout,Ethan Hunt
Chris Evans,Avengers: Endgame,Steve Rogers / Captain America
Mel Gibson,Dragged Across Concrete,Brett Ridgeman
Keanu Reeves,John Wick: Chapter 3 - Parabellum,John Wick / Jardani Jovonovich
John David Washington,Tenet,Protagonist
Daniel Craig,Knives Out,Benoit Blanc
Delroy Lindo,Da 5 Bloods,Paul
Ewan McGregor,Doctor Sleep,Dan Torrance
Gary Oldman,Mank,Herman J. Mankiewicz
Aaron Paul,El Camino: A Breaking Bad Movie,Jesse Pinkman
Joaquin Phoenix,Joker,Arthur Fleck / Joker
