col0,col1,col2,col3
Jeri Lynn Ryan,Star Trek: Voyager,UPN,Seven of Nine
Alyson Hannigan,Btvs,The WB,Willow Rosenberg
Katherine Heigl,Roswell,The WB,Isabel Evans
Juliet Landau,AtS,The WB,Drusilla
Amanda Tapping,Stargate SG-1,Showtime,Samantha Carter
Michelle Trachtenberg,Buffy the Vampire Slayer,The WB,Dawn Summers
Jolene Blalock,Enterprise,UPN,Sub-Commander T'Pol
Gigi Edgley,Farscape,Sci-Fi,Chiana
Annabeth Gish,The X-Files,Fox,Monica Reyes
Alyson Lee Hannigan,Buffy the Vampire Slayer,The WB Television Network,Willow Danielle Rosenberg
Amanda Tapping,Stargate SG-1,Showtime,Samantha Carter
Michelle Trachtenberg,Buffy the Vampire Slayer,The WB,Dawn Summers
Alyson Lee Hannigan,BtVS,UPN,Dark Willow
Amy Acker,AtS,The WB Television Network,Winifred Fred Burkle
Jolene Blalock,Enterprise,UPN,Sub-Commander T'Pol
Heather Donahue,Taken,Sci-Fi,Mary Crawford
Dakota Fanning,Taken,Sci-Fi,Allie Keys
Michelle Trachtenberg,Buffy the Vampire Slayer,UPN,Dawn Summers
Amy Acker,Angel,The WB Television Network,Winifred Fred Burkle
Jolene Blalock,Star Trek: Enterprise,UPN,Sub-Commander T'Pol
Charisma Carpenter,Angel,The WB,Cordelia Chase
Victoria Pratt,Mutant X,Syndicated,Shalimar Fox
Katee Sackhoff,Battlestar Galactica (miniseries),Sci-Fi,Lt. Kara Starbuck Thrace
Amanda Tapping,Stargate SG-1,Sci-Fi,Samantha Carter
Amanda Tapping,Stargate SG-1,Sci-Fi,Major/Lt. Col. Samantha Carter
Amy Acker,Angel,The WB,Winifred Fred Burkle / Illyria
Erica Durance,Smallville,The WB Television Network,Lois Lane
Torri Higginson,Stargate Atlantis,Sci-Fi,Dr. Elizabeth Weir
Samantha Mathis,Salem's Lot,TNT,Susan Norton
Sonya Walger,The Librarian: Quest for the Spear,TNT,Nicole Noone
Katee Sackhoff,Battlestar Galactica (TV series),Sci-Fi,Lt. Kara Starbuck Thrace
Catherine Bell,The Triangle,Sci-Fi,Emily Patterson
Claudia Black,Stargate SG-1,Sci-Fi,Vala Mal Doran
Erica Durance,Smallville,The WB,Lois Lane
Allison Mack,Smallville,The WB,Chloe Sullivan
Michelle Rodriguez,Lost,ABC,Ana Lucia Cortez
Hayden Panettiere,Heroes,NBC,Claire Bennet
Gabrielle Anwar,The Librarian: Return to King Solomon's Mines,TNT,Emily Davenport
Jennifer Carpenter,Dexter,Showtime,Debra Morgan
Ali Larter,Heroes,NBC,Niki Sanders / Jessica Sanders
Allison Mack,Smallville,The CW,Chloe Sullivan
Elizabeth Mitchell,Lost,ABC,Juliet Burke
Summer Glau,Terminator: The Sarah Connor Chronicles,Fox,Cameron Phillips
Elizabeth Mitchell,Lost,ABC,Juliet Burke
Jaimie Alexander,Kyle XY,Freeform,Jessi
Jennifer Carpenter,Dexter,Showtime,Debra Morgan
Jaime Murray,Dexter,Showtime,Lila Tournay
Hayden Panettiere,Heroes,NBC,Claire Bennet
Jennifer Carpenter,Dexter,Showtime,Debra Morgan
Summer Glau,Terminator: The Sarah Connor Chronicles,Fox,Cameron Phillips
Yunjin Kim,Lost,ABC,Sun Kwon
Elizabeth Mitchell,Lost,ABC,Juliet Burke
Hayden Panettiere,Heroes,NBC,Claire Bennet
Katee Sackhoff,Battlestar Galactica (TV series),Sci-Fi,Captain Kara Starbuck Thrace
Julie Benz,Dexter,Showtime,Rita Morgan
Morena Baccarin,V,ABC,Anna
Gina Bellman,Leverage,TNT,Sophie Devereaux
Jennifer Carpenter,Dexter,Showtime,Debra Morgan
Elizabeth Mitchell,Lost,ABC,Juliet Burke
Hayden Panettiere,Heroes,NBC,Claire Bennet
