col0,col1,col2,col3,col4
1990   (42nd),Beauty and the Beast,A Time to Heal,Don Davis,CBS
1990   (42nd),Matlock,The Clown,Bruce Babcock,NBC
1990   (42nd),Star Trek The Next Generation,Yesterday's Enterprise,Dennis Mc Carthy,TV syndication
1990   (42nd),Twin Peaks,Traces to Nowhere,Angelo Badalamenti,ABC
1991   (43rd),The Young Riders,Kansas,John Debney,ABC
1991   (43rd),Father Dowling Mysteries,The Consulting Detective Mystery,Bruce Babcock,ABC
1991   (43rd),Jake and the Fatman,God Bless the Child,Joel Rosenbaum,CBS
1991   (43rd),My Life and Times,The Collapse of '98,Don Davis,ABC
1991   (43rd),TNG,Half a Life,Dennis McCarthy,syndication
1992   (44th),Matlock,The Strangler,Bruce Babcock,National Broadcasting Company
1992   (44th),In the Heat of the Night,Family Reunion,Nan Schwartz,National Broadcasting Company
1992   (44th),Star Trek: The Next Generation,"Unification, Part 1",Dennis McCarthy,syndication
1992   (44th),The Simpsons,Treehouse of Horror II,Alf Clausen,Fox
1993   (45th),The Young Indiana Jones Chronicles,Young Indiana Jones and the Scandal of 1920,Joel McNeely,ABC
1993   (45th),"Murder, She Wrote",Wind Around the Tower,Bruce Babcock,Eye Network
1993   (45th),Quantum Leap,"Lee Harvey Oswald, Part 1",Velton Ray Bunch,NBC
1993   (45th),The Simpsons,Treehouse of Horror III,Alf Clausen,Fox
1993   (45th),The Young Indiana Jones Chronicles,"Vienna, 1908",Laurence Rosenthal,ABC
1994   (46th),The Young Indiana Jones Chronicles,"Ireland, 1916",Laurence Rosenthal,ABC
1994   (46th),Christy,Pilot,Ron Ramin,Black Rock
1994   (46th),SeaQuest DSV,Whale Song,Don Davis,NBC
1994   (46th),Star Trek: Next Generation,All Good Things...,Dennis Mc Carthy,Syndicated
1994   (46th),The Simpsons,Cape Feare,Alf Clausen,Fox
1995   (47th),SeaQuest DSV,Daggers,Don Davis,National Broadcasting Company
1995   (47th),"Murder, She Wrote",Murder in High C,Bruce Babcock,CBS
1995   (47th),Star Trek: Voyager,"Caretaker, Part 1",Jay Chattaway,UPN
1995   (47th),Star Trek: Voyager,Heroes and Demons,Dennis Mc Carthy,UPN
1995   (47th),The Simpsons,Treehouse of Horror V,Alf Clausen,Fox
1996   (48th),Picture Windows,Language of the Heart,Hummie Mann,Showtime
1996   (48th),Diagnosis: Murder,Mind Over Murder,Dick DeBenedictis,CBS
1996   (48th),SeaQuest DSV,Brave New World,Russ Landau,National Broadcasting Company
1996   (48th),Space: Above and Beyond,The River of Stars,Shirley Walker,Fox
1996   (48th),Star Trek: Deep Space Nine,Our Man Bashir,Jay Chattaway,Syndicated
1997   (49th),The Cape,Pilot,John Debney and Louis Febre,syndication
1997   (49th),Early Edition,The Choice,W.G. Snuffy Walden,CBS
1997   (49th),Orleans,Pilot,David Hamilton,CBS
1997   (49th),The X-Files,Paper Hearts,Mark Snow,Fox
1997   (49th),Xena: Warrior Princess,Destiny,Joseph LoDuca,Syndicated
1998   (50th),Buffy the Vampire Slayer,"Becoming, Part 1",Christophe Beck,The WB
1998   (50th),Roar,Pilot,Jon Ehrlich,Fox
1998   (50th),Stargate SG-1,The Nox,Joel Goldsmith,Showtime
1998   (50th),The Simpsons,Treehouse of Horror VIII,Alf Clausen,Fox
1998   (50th),The X-Files,The Post-Modern Prometheus,Mark Snow,Fox
1999   (51st),Invasion America,Final Mission,Carl Johnson,The WB
1999   (51st),Fantasy Island,Pilot,John Ottman,ABC
1999   (51st),The Simpsons,Treehouse of Horror IX,Alf Clausen,Fox
1999   (51st),The X-Files,S.R. 819,Mark Snow,Fox
1999   (51st),Xena: Warrior Princess,Devi,Joseph LoDuca,TV syndication
