col0,col1
Lukas Kloppenborg,Ylber Sefa
Abdelraouf Bengayou,Youcef Reguigui
Igor Alberto Secundino Silva,Antonio Dario Marcelino
Jyme Bridges,Robert Francis Marsh
Alejandro Durán,Sergio Fredes
Sergio Fredes,Sergio Fredes
Luke Plapp,Jay Vine
Gregor Mühlberger,Patrick Gamper
Ali Gurbianov,Samir Jabrayilov
Kevin Daley,Kevin Daley
Edwin Sutherland,Joshua Kelly
Yauhen Sobal,Yauheni Karaliok
Remco Evenepoel,Wout van Aert
Cory Williams,Oscar Quiroz
Emmanuel Sagbo,Rémi Sowou
Kaden Hopkins,Kaden Hopkins
Freddy González,Eduardo Moyata
Husein Selimović,Vedad Karic
Caio Godoy,Diego de Jesus Mendes
Phillippe Leroy,Phillippe Leroy
Yordan Andreev,Martin Papanov
Nickolas Zukowsky,Derek Gee
Nélio Cruz,Eliezer Soares
Michael Testori,Michael Testori
Manuel Lira Chile Road Race Championship,José Luis Rodríguez Aguilar Chile ITT Championships
Ma Binyan,Xue Ming
Esteban Chaves,Miguel Ángel López Colombian ITT National Championships
Jason Huertas,Donovan Ramirez
Viktor Potočki,Fran Miholjević
Ricardo Delgado,Leandro Marcos
Alexandros Matsangos Cyprus RR Championships,Andreas Miltiadis Cyprus ITT Championships
Mathias Vacek,Jakub Otruba
Mattias Skjelmose,Kasper Asgreen
Pablo Alcides Reyes,Erlin García
Richard Carapaz Ecuadorian RR National Championships,Jonathan Caicedo Ecuadorian ITT National Championships
José Joya,Gregory Guardado
Awet Aman,Amanuel Ghebreigzabhier
Bizay Tesfu Redae,Tsgabu Grmay
Karl Patrick Lauk,Rein Taaramäe
Don Younger,Jobe Tapake
Antti-Jussi Juntunen,Vladyslav Makogon
Valentin Madouas,Rémi Cavagna
Giorgi Suvadzoglu,Avtandil Piranishvili
Emanuel Buchmann,Nils Politt
Georgios Bouglas,Miltiadis Giannoutsos
Red Walters,Red Walters
Adolfo Vásquez,Manuel Rodas
Briton John,Curtis Dey
Cristopher Jair Díaz,César Castillo
Pak Hang Ng,Lau Wan Yau
Attila Valter,Attila Valter
Ingvar Ómarsson,Davíð Jónsson
Pratik Patil,Naveen John
Terry Kusuma,Aiman Cahyadi
Saeid Safarzadeh,Saeid Safarzadeh
Ben Healy,Ryan Mullen
Itamar Einhorn,Oded Kogut
Simone Velasco,Filippo Ganna
Jerome Forrest,Barrington Bailey
Masaki Yamamoto,Yuma Koishi
Alexey Lutsenko,Alexey Lutsenko
Blerton Nuha,Samir Hasani
Ariya Phounsavath,Ariya Phounsavath
Emīls Liepiņš,Toms Skujiņš
Gilbert Hannouche,Nizar Elkadi
Rokas Adomaitis,Aivaras Mikutis
Alex Kirsch,Alex Kirsch
Nur Aiman Mohd Zariff,Nur Aiman Rosli
Aidan Buttigieg,Aidan Buttigieg
Christopher Lagane,Christopher Lagane
Édgar Cadena,Ignacio Prado
Laurențiu Buianu,Gennady Morgun
Jambaljamts Sainbayar,Maral-Erdene Batmunkh
Aleksandar Radunović,Goran Cerović
Achraf Ed Doghmy,Adil El Arbaoui
Tristan de Lange Namibian RR National Championships,Drikus Coetzee Namibian ITT National Championships
Dylan van Baarle,Jos van Emden
James Oram New Zealand RR National Championships,Aaron Gate New Zealand ITT National Championships
Argenis Vanegas,Argenis Vanegas
Aleksandar Miloshevski,Darko Simonovski
Fredrik Dversnes,Søren Wærenskjold
Khan Mohsin,Shahwali Ali Pakistan ITT National Championships
Randish Lorenzo Randish Lorenzo nuevo campeón nacional,Bolívar Espinosa Ciclistas saltan el asfalto
Francisco Daniel Riveros,Francisco Daniel Riveros
Robinson Ruiz,Alain Quispe
Jonel Carcueva,Rustom Lim
Alan Banaszek,Michał Kwiatkowski
Ivo Oliveira,João Almeida
Cristopher Morales,Cristopher Morales
Bilal Alsaadi,Ahmed Al-Bardiny
Shih Hsin Hsiao,Sergio Tu
Serghei Țvetcov,Eduard-Michael Grosu
Andrei Stepanov,Petr Rikunov
Patrick Byukusenge,Moise Mugisha
Kluivert Mitchel,Kluivert Mitchel
Zefal Bailey,Cammie Adams
Dušan Rajović,Ognjen Ilić
Yong Liang Mun,Yong Liang Mun
Matúš Štoček,Matúš Štoček
Tadej Pogačar,Tadej Pogačar
Travis Stedman South African RR National Championships,Stefan de Bod South African ITT National Championships
Park Keon-woo,Jang Kyung-gu
Oier Lazkano,Jonathan Castroviejo
Lucas Eriksson,Jacob Ahlsson
Marc Hirschi,Stefan Bissegger
Frank Malick,Hassan Sharif
Noppachai Klahan Thailand RR National Championships,Peerapol Chawchiangkwang Thailand ITT National Championships
Maurice Burnette,Akil Campbell
Maher Habouriya,Mohamed Aziz Dellai
Burak Abay,Ahmet Örken
Maksym Bilyi,Vitalii Novakovskyi
Ahmed Al Mansoori UAE RR national Championships,Saif Al Kaabi
Fred Wright,Joshua Tarling
Quinn Simmons,Brandon McNulty
Stephen Swanton,Stephen Swanton
Leonel Rodríguez Uruguay RR National Championships,Eric Fagúndez Uruguay ITT National Championships
Dmitriy Bocharov,Aleksey Fomovskiy
Orluis Aular,Orluis Aular
Trịnh Đức Tâm,Nguyễn Tuấn Vũ
Obert Chembe,Yanjanani Sakala
Rodrick Shumba,Mthokozisi Sibanda
