col0,col1,col2,col3,col4
1,"Clay, Dickinson, Lyon, Osceola and Palo Alto",Republican,2018,N/A
2,"Cherokee, O'Brien, Plymouth and Sioux",Republican,2020,Education (Vice Chair)
3,Plymouth and Woodbury,Republican,2018,Ethics (Vice Chair)
4,"Emmet, Hancock, Kossuth, Winnebago and Wright",Republican,2012,N/A
5,"Calhoun, Humboldt, Pocahontas and Webster",Republican,2014,Appropriations (Chair)
6,"Audubon, Buena Vista, Carroll, Crawford and Sac",Republican,2020,Government Oversight (Vice Chair)
7,Woodbury,Democratic,2018,Local Government (Ranking Member)
8,Pottawattamie,Republican,2016,Ways and Means (Chair)
9,"Crawford, Harrison, Ida, Monona, Shelby and Woodbury",Republican,2014,Commerce (Chair); Government Oversight (Chair)
10,"Adair, Cass, Dallas, Guthrie and Polk",Republican,2012,Rules and Administration (Vice Chair)
11,"Adams, Cass, Pottawattamie and Union",Republican,2014,Local Government (Chair)
12,"Fremont, Mills, Montgomery, Page, Ringgold and Taylor",Republican,2014,Human Resources (Vice Chair)
13,Madison and Warren,Republican,2013,Judiciary (Vice Chair)
14,"Clarke, Decatur, Jasper, Lucas, Marion and Wayne",Republican,2012,Education (Chair)
15,Jasper and Polk,Republican,2018,N/A
16,Polk,Democratic,2016,Labor and Business Relations (Ranking Member)
17,Polk,Democratic,2014,State Government (Ranking Member)
18,Polk,Democratic,2012,N/A
19,Polk,Republican,2011,Rules and Administration (Chair)
20,Polk,Republican,2004,Judiciary (Chair)
21,Polk and Warren,Democratic,2018,Government Oversight (Ranking Member)
22,Dallas and Polk,Democratic,2020,Natural Resources and Environment (Ranking Member)
23,Story,Democratic,2002,Education (Ranking Member)
24,"Boone, Greene, Hamilton, Story and Webster",Republican,2020,Labor and Business Relations (Vice Chair)
25,"Butler, Grundy, Hardin and Story",Republican,2018,Agriculture (Vice Chair); Natural Resources and Environment (Chair)
26,"Cerro Gordo, Chickasaw, Floyd, Howard, Mitchell, Winneshiek and Worth",Republican,2016,Transportation (Chair)
27,"Butler, Cerro Gordo and Franklin",Democratic,2002,N/A
28,"Allamakee, Clayton, Fayette and Winneshiek",Republican,2020,Local Government (Vice Chair)
29,"Dubuque, Jones and Jackson",Republican,2018,Commerce (Vice Chair); Ethics (Chair)
30,Black Hawk,Democratic,2019,Transportation (Ranking Member); Veterans Affairs (Ranking Member)
31,Black Hawk,Democratic,2002,N/A
32,"Black Hawk, Bremer, Buchanan and Fayette",Republican,2016,N/A
33,Linn,Democratic,2006,N/A
34,Linn,Democratic,2011,Human Resources (Ranking Member)
35,Linn,Democratic,2018,N/A
36,"Black Hawk, Marshall and Tama",Republican,2016,Human Resources (Chair)
37,"Cedar, Johnson and Muscatine",Democratic,2018,Rules and Administration (Ranking Member)
38,"Benton, Iowa and Poweshiek",Republican,2020,Natural Resources and Environment (Vice Chair)
39,"Johnson, Keokuk and Washington",Democrat,2014,Agriculture (Ranking Member); Judiciary (Ranking Member)
40,"Appanoose, Mahaska, Marion, Monroe and Wapello",Republican,2012,N/A
41,"Davis, Jefferson, Van Buren and Wapello",Republican,2021,"Labor and Business Relations (Chair); Transportation (Vice Chair), Labor, and Ways and Means"
42,"Henry, Lee, Jefferson and Washington",Republican,2020,Veterans Affairs (Vice Chair)
43,Johnson,Democratic,1998,Appropriations (Ranking Member)
44,"Des Moines, Louisa and Muscatine",Republican,2020,Ways and Means (Vice Chair)
45,Scott,Democratic,2016,Commerce (Ranking Member)
46,Muscatine and Scott,Republican,2016,Veterans Affairs (Chair); Appropriations (Vice Chair)
47,Scott,Republican,2010,State Government (Chair)
48,"Buchanan, Delaware, Jones and Linn",Republican,2012,Agriculture (Chair)
49,Clinton and Scott,Republican,2018,State Government (Vice Chair)
50,Dubuque,Democratic,2008,Ethics (Ranking Member); Veterans Affairs (Ranking Member)
