col0,col1,col2
ANG,Andorra-Grandvalira,Andorra
KTM,,Austria
RAD,,Austria
TYR,,Austria
BKP,,Belgium
FID,,Belgium
JVB,,Belgium
JOS,Josan Isorex Mercedes Benz AALST-CT,Belgium
PCW,,Belgium
PCO,Palmans-Cras,Belgium
PZC,Profel Continental Team,Belgium
REV,Revor-Jartazi Cycling Team,Belgium
SUN,,Belgium
WIL,,Belgium
CCB,Cycling Club Bourgas,Bulgaria
LOB,Loborika,Croatia
ASP,,Czech Republic
WIN,CK Windoor's Pribram,Czech Republic
BWC,Bluewater-Cycling for Health,Denmark
GLU,,Denmark
CPI,Team Capinordic,Denmark
VPC,,Denmark
TDK,,Denmark
TEF,Team Energi FYN,Denmark
TST,Team Stenca Trading,Denmark
VMC,,Spain
ORB,,Spain
KCT,Meridiana-Kalev Chocolate Team,Estonia
AUB,,France
BCS,,France
BSC,,France
RLM,,France
CTV,Candi TV-Marshalls Pasta Rt,United Kingdom
EDR,,United Kingdom
PCM,Plowman Craven-Madison,United Kingdom
RCR,,United Kingdom
HAF,Team Halfords Bikehut,United Kingdom
CTM,Continental Team Milram,Germany
TMH,,Germany
LKT,LK Team Brandenburg,Germany
TSS,Seven Stones,Germany
TRS,,Germany
TSP,Team Nutrixxion Sparkasse,Germany
TET,Thüringer Energie Team,Germany
TKT,Heraklion-Nessebar,Greece
SPT,Sp. Tableware-Gatsoulis Bikes,Greece
WOB,Team Worldofbike.gr,Greece
BLM,Betonexpressz 200-Limonta,Hungary
SKT,,Ireland
CMO,Carmioodoro-A Style,Italy
CZP,Centri Della Calzatura,Italy
CCD,,Luxembourg
CJP,,Netherlands
KST,KrolStonE Continental Team,Netherlands
RB3,,Netherlands
VVE,Van Vliet EBH Elshof,Netherlands
TMB,,Norway
SPV,,Norway
TTA,Team Trek Adecco,Norway
CCC,,Poland
DHL,DHL-Author,Poland
LEG,Legia-Felt,Poland
MRZ,Mroz Continental Team,Poland
UTE,Team Utensilnord,Poland
BSP,,Portugal
CCL,,Portugal
FRM,Fercase-Paredes Rota Dos Moveis,Portugal
LSE,Liberty Seguros,Portugal
MAD,Madeinox Boavista,Portugal
TCT,,Romania
KUB,Cycling Team Kuban,Russia
KTA,Katusha Continental Team,Russia
MOW,Moscow,Russia
ADR,,Slovenia
MDR,Motomat Delo Revije,Slovenia
RAD,,Slovenia
SAK,Sava,Slovenia
MIE,,San Marino
ARH,Atlas Romer's-Hausbäckerei,Switzerland
HAD,Nazionale Elettronica New Slot-Hamidec,Switzerland
DUK,,Slovakia
CSP,Cyclesport.se-Magnus Maximus Coffee.com,Sweden
