col0,col1,col2
Armagh,David Calvert,Democratic Unionist Party
Armagh,Jim Allister,Sinn Féin
Armagh,Harold McCusker,Ulster Unionist Party
Armagh,Hugh News,Social Democratic and Labour Party
Armagh,Jim Nicholson,Ulster Unionist Party
Armagh,Mary Simpson,Ulster Unionist Party
Armagh,Jim Speers ♭,Ulster Unionist Party
Belfast East,Jeremy Burchill,Ulster Unionist Party
Belfast East,Dorothy Dunlop,Ulster Unionist Party
Belfast East,Addie Morrow,Alliance Party of Northern Ireland
Belfast East,Oliver Napier,Alliance Party of Northern Ireland
Belfast East,Peter Robinson,Democratic Unionist Party
Belfast East,Denny Vitty,Democratic Unionist Party
Belfast North,John Carson,Ulster Unionist Party
Belfast North,Paul Maguire,Alliance Party of Northern Ireland
Belfast North,Frank Millar,Independent Unionist
Belfast North,Paschal O'Hare,Social Democratic and Labour Party
Belfast North,George Seawright,Democratic Unionist Party
Belfast South,David Cook,Alliance Party of Northern Ireland
Belfast South,Jim Kirkpatrick,Ulster Unionist Party
Belfast South,Raymond McCrea,Democratic Unionist Party
Belfast South,Frank Millar Jr ♭,Ulster Unionist Party
Belfast South,Martin Smyth,Ulster Unionist Party
Belfast West,Gerry Adams,Sinn Fein
Belfast West,Will Glendinning,Alliance Party of Northern Ireland
Belfast West,Joe Hendron,Social Democratic and Labour Party
Belfast West,Thomas Passmore,Ulster Unionist Party
Fermanagh and South Tyrone,Owen Carron,Sinn Féin
Fermanagh and South Tyrone,Austin Currie,Social Democratic and Labour Party
Fermanagh and South Tyrone,Raymond Ferguson,Ulster Unionist Party
Fermanagh and South Tyrone,Ivan Foster,Democratic Unionist Party
Fermanagh and South Tyrone,Ken Maginnis,Ulster Unionist Party
Londonderry,Jack Allen,Ulster Unionist Party
Londonderry,Gregory Campbell,Democratic Unionist Party
Londonderry,William Douglas,Ulster Unionist Party
Londonderry,John Hume,Social Democratic and Labour Party
Londonderry,Hugh Logue,Social Democratic and Labour Party
Londonderry,James McClure,Democratic Unionist Party
Londonderry,Martin McGuinness,Sinn Fein
Mid Ulster,Denis Haughey,Social Democratic and Labour Party
Mid Ulster,Alan Kane,Democratic Unionist Party
Mid Ulster,William McCrea,Democratic Unionist Party
Mid Ulster,Mary McSorley,Social Democratic and Labour Party
Mid Ulster,Danny Morrison,Sinn Féin party
Mid Ulster,William Thompson,Ulster Unionist Party
North Antrim,Jim Allister,Democratic Unionist Party
North Antrim,Roy Beggs,Ulster Unionist Party
North Antrim,Cecil Cousley,Democratic Unionist Party
North Antrim,Sean Farren,Social Democratic and Labour Party
North Antrim,Joe Gaston,Ulster Unionist Party
North Antrim,Jack McKee,Democratic Unionist Party
North Antrim,Seán Neeson,Alliance Party of Northern Ireland
North Antrim,Ian Paisley,Democratic Unionist Party
North Down,John Cushnahan,Alliance Party of Northern Ireland
North Down,William Bleakes,Ulster Unionist Party
North Down,Simpson Gibson,Democratic Unionist Party
North Down,James Kilfedder,Ulster Popular Unionist Party
North Down,Robert McCartney,Ulster Unionist Party
North Down,Charles Mulholland,Alliance Party of Northern Ireland
North Down,Wesley Pentland,Democratic Unionist Party
North Down,John Taylor,Ulster Unionist Party
South Antrim,Fraser Agnew,Ulster Unionist Party
South Antrim,William Beattie,Democratic Unionist Party
South Antrim,Billy Bell,Ulster Unionist Party
South Antrim,Seamus Close,Alliance Party of Northern Ireland
South Antrim,Ivan Davis,Democratic Unionist Party
South Antrim,Clifford Forsythe,Ulster Unionist Party
South Antrim,Gordon Mawhinney,Alliance Party of Northern Ireland
South Antrim,James McDonald,Social Democratic and Labour Party
South Antrim,James Molyneaux,Ulster Unionist Party
South Antrim,Roy Thompson,Democratic Unionist Party
South Down,William Brown,Ulster Unionist Party
South Down,Jeffrey Donaldson ♭,Ulster Unionist Party
South Down,Frank Feely,Social Democratic and Labour Party
South Down,George Graham,Democratic Unionist Party
South Down,Eddie McGrady,Social Democratic and Labour Party
South Down,Patrick O'Donoghue,Social Democratic and Labour Party
South Down,Jim Wells,Democratic Unionist Party
