col0,col1,col2,col3
Oceania,Oceania,Oceania,Oceania
13 February 2009,Newcastle,Australia,Newcastle Entertainment Centre
14 February 2009,Brisbane,Straya,Brisbane Entertainment Centre
16 February 2009,Sydney,AU,Enmore Theatre
17 February 2009,Sydney,Australia,Enmore Theatre
19 February 2009,Sydney,Australia,Enmore Theatre
20 February 2009,Wollongong,Australia,WIN Entertainment Centre
21 February 2009,Canberra,Australia,Royal Theatre
24 February 2009,Melbourne,Australia,Palais Theatre
25 February 2009,Melbourne,Australia,Palais Theatre
26 February 2009,Adelaide,Australia,Thebarton Theatre
28 February 2009,Perth,Australia,Challenge Stadium
1 March 2009,Perth,Australia,Challenge Stadium
3 March 2009,Auckland,New Zealand,Logan Campbell Centre
4 March 2009,Wellington,New Zealand,TSB Bank Arena
6 March 2009,Christchurch,New Zealand,Christchurch Town Hall
7 March 2009,Dunedin,New Zealand,Dunedin Town Hall
North America,North America,North America,North America
3 June 2009,Buffalo,United States,Coca-Cola Field   WKSE radio show
4 June 2009,Providence,United States,Lupos
7 June 2009,Wappingers Falls,United States,Dutchess Stadium
9 June 2009,Norfolk,United States,The NorVa
10 June 2009,Greenville,United States,Handlebar
12 June 2009,New Orleans,United States,House of Blues
13 June 2009,Baton Rouge,United States,Varsity
14 June 2009,Memphis,United States,Hi Tone
16 June 2009,Oklahoma City,United States,Diamond Ballroom
17 June 2009,Dallas,United States,House of Blues
20 June 2009,Kansas City,United States,Capitol Fed Park
21 June 2009,San Francisco,United States,Golden Gate Park
23 June 2009,Los Angeles,United States,Henry Fonda Theater
24 June 2009,Vallejo,United States,Six Flags
26 June 2009,Portland,United States,Hawthorne Theatre
27 June 2009,Vancouver,Canada,The Plaza Nightclub
28 June 2009,Seattle,United States,Neumos
30 June 2009,Salt Lake City,United States,Club Sound
1 July 2009,Colorado Springs,United States,Black Sheep
3 July 2009,Bessemer,United States,Adventure Theme Park
4 July 2009,Detroit,United States,CityFest
5 July 2009,Milwaukee,United States,Summerfest
7 July 2009,St. Louis,United States,Pops
8 July 2009,Des Moines,United States,People's Court
10 July 2009,Minneapolis,United States,Station 4
11 July 2009,Chicago,United States,Metro
12 July 2009,Grand Rapids,United States,Intersection
14 July 2009,Cleveland,United States,Grog Shop
15 July 2009,Toronto,Canada,CiRCA
17 July 2009,Philadelphia,United States,Fillmore at the TLA
18 July 2009,Denver,United States,PARC-Elitch Gardens
1 August 2009,Binghamton,United States,Otsiningo Park
Asia,Asia,Asia,Asia
7 August 2009,Osaka,Japan,Summer Sonic Festival
8 August 2009,Tokyo,Japan,Summer Sonic Festival
9 August 2009,Tokyo,Japan,Summer Sonic Festival
Europe,Europe,Europe,Europe
23 September 2009,Glasgow,Scotland,O2 ABC Glasgow
24 September 2009,London,England,KOKO
25 September 2009,Manchester,England,Manchester Academy
6 December 2009,London,England,The O2 Arena   Jingle Bell Ball
