col0,col1
Latin America,Latin America
Buenos Ayres,Teatro Gran Rex
Buenos Ayres,Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Buenos Ayres,Teatro Gran Rex
Ciudad Autonoma de Buenos Aires,Teatro Gran Rex
Buenos Aires,Cine Teatro Gran Rex
Buenos Ayres,Cine Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Ciudad Autonoma de Buenos Aires,Teatro Gran Rex
Ciudad Autonoma de Buenos Aires,Cine Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Buenos Ayres,Cine Teatro Gran Rex
Buenos Ayres,Teatro Gran Rex
Buenos Aires,Cine Teatro Gran Rex
Buenos Aires,Cine Teatro Gran Rex
Buenos Ayres,Teatro Gran Rex
Buenos Aires,Cine Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Buenos Aires,Cine Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Buenos Aires,Cine Teatro Gran Rex
Buenos Aires,Cine Teatro Gran Rex
Buenos Ayres,Cine Teatro Gran Rex
Buenos Aires,Cine Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Buenos Aires,Cine Teatro Gran Rex
Ciudad Autonoma de Buenos Aires,Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Buenos Aires,Cine Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Ciudad Autonoma de Buenos Aires,Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Ciudad Autonoma de Buenos Aires,Teatro Gran Rex
Buenos Aires,Teatro Gran Rex
Buenos Ayres,Teatro Gran Rex
Buenos Ayres,Teatro Gran Rex
Buenos Ayres,Teatro Gran Rex
Asunción,Polideportivo del Club Sol de América
Asunción,Polideportivo del Club Sol de América
Santa Fé,Estadio Cubierto del Club Unión
Santa Fé,Estadio Cubierto del Club Unión
Rosario,Metropolitano
Rosario,Metropolitano
Neuquén,Estadio Ruca Che
Santiago,Movistar Arena
Santiago,Movistar Arena
Santiago,Movistar Arena
Mendoza,Arena Maipú
Mendoza,Arena Maipú
Córdoba,Orfeo Superdomo
Córdoba,Orfeo Superdomo
Córdoba,Orfeo Superdomo
São Paulo,Credicard Hall
São Paulo,Credicard Hall
São Paulo,Credicard Hall
Montevideo,Teatro de Verano
Montevideo,Teatro de Verano
Lima,Jockey Club Parcela H
Mexico City,Audi
Mexico City,Audi
Mexico City,Audi
Guatemala City,Domo Polideportivo Zona 13
Valencia,Forum de Valencia
Caracas,Poliedro de Caracas
Caracas,Poliedro de Caracas
Europe,Europe
Barcelona,Palau Sant Jordi
Barcelona,Palau Sant Jordi
Barcelona,Palau Sant Jordi
Bilbao,Bilbao Arena
Bilbao,Bilbao Arena
Bilbao,Bilbao Arena
Madrid,Palacio de Deportes de la Comunidad de Madrid
Madrid,Palacio de Deportes de la Comunidad de Madrid
Seville,Palacio Municipal de Deportes San Pablo
Valencia,Pabellón Fuente de San Luis
Valencia,Pabellón Fuente de San Luis
Málaga,Palacio de Deportes José María Martín Carpena
Málaga,Palacio de Deportes José María Martín Carpena
Milan,Mediolanum Forum
Milan,Mediolanum Forum
Milan,Mediolanum Forum
Bologna,Unipol Arena
Rome,PalaLottomatica
Rome,PalaLottomatica
Rome,PalaLottomatica
Paris,Grand Rex
Paris,Grand Rex
Paris,Grand Rex
Paris,Grand Rex
Naples,PalaPartenope
Naples,PalaPartenope
Naples,PalaPartenope
Catania,PalaCatania
Catania,PalaCatania
Padua,PalaFabris
Padua,PalaFabris
Florence,Nelson Mandela Forum
Florence,Nelson Mandela Forum
Turin,Palasport Olimpico
Latin America,Latin America
Buenos Aires,Estadio Luna Park
Ciudad Autonoma de Buenos Aires,Estadio Luna Park
Buenos Aires,Estadio Luna Park
Buenos Aires,Estadio Luna Park
Buenos Aires,Estadio Luna Park
