col0,col1,col2
Carrozo de Paínzo,Soldón,Lugo
Pambre,,Lugo
Parada,Oitavén,Pontevedra
Parada,Arnego,Pontevedra
Parada,Ferreira,Lugo
Paradela,,A Coruña
Rego de Paraxes,Cabe,Lugo
Parga,Ladra,Lugo
Parrote,Eume,A Coruña
Pazos,Parrote,A Coruña
Pedras,Barbanza,A Coruña
Pedrodo,Arnego,Pontevedra
Pego,Minho,Pontevedra
Rego do Pego,Almofrei,Pontevedra
Regato de Penacova,Teilán,Lugo
Penalba,Mao,Lugo
Peneda,,Ourense
Regato do Penedo dos Lobos,San Lázaro,Ourense
Pequeno,Grande,
Pequeno,Minho,Lugo
Pereira,,Ourense
"Rego da Pereira, río Almofrei",Almofrei,Pontevedra
"Regato da Pereira, río Cabe",Cabe,Lugo
Rego dos Petos,,Pontevedra
Picarrexo,Cabe,Lugo
de Picos,Masma,Lugo
"Carrozo de Pinacedo, río Soldón",Soldón,Lugo
"Carrozo de Pinacedo, rego de Valdenabais",Rego de Valdenabais,Lugo
Pintos,dos Gafos,Pontevedra
de Pol,Azúmara,Lugo
Pombal,dos Gafos,Pontevedra
Pombeiro,,A Coruña
Ponte Bala,dos Gafos,Pontevedra
Ponteceso,Anllóns,A Coruña
Pontepedra,,A Coruña
Regato Ponte Real,Ponxedo,Lugo
Ponte Saltillo,Parga,Lugo
do Pontillón,Ría de Vigo,Pontevedra
Ponxedo,Saa,Lugo
Porta da Veiga,Parga,Lugo
Portafontao,Parga,Lugo
Portaxesta,Parga,Lugo
Portecelo,Anllóns,A Coruña
Regato Portillón,Boedo,Lugo
Porto,Parrote,A Coruña
do Porto,de Cervaña,Pontevedra
Regato do Porto,Boedo,Lugo
Regato de Porto Augalonga,Roca,Lugo
Regato de Porto Barroso,Roca,Lugo
Portocando,Parga,Lugo
Regato de Porto de Lea,Roca,Lugo
do Porto do Cabo,Ría de Cedeira,A Coruña
Regato de Porto Moa,Roca,Lugo
Portorrosa,,A Coruña
Portoscarros,Parga,Lugo
Regato do Portovello,Boedo,Lugo
Regato Pozo Verde,Antigua,Lugo
Prados,Anllóns,A Coruña
Pulgueira,,A Coruña
