col0,col1,col2
1 Girl 5 Gays,Talk show,MTV (Canada)
227,situational comedy,National Broadcasting Company
30 Rock,Sitcom,NBC
Absolutely Fabulous,British sitcom,BBC One
Alice,situation comedy,CBS
All in the Family,Sitcom,CBS
Bad Girls,Drama,ITV
Beautiful People,Comedy drama,BBC Two
Bob & Rose,Drama,ITV
Boston Legal,Drama,ABC
The Brady Bunch,Sitcom,ABC
Buffy the Vampire Slayer,Supernatural drama,
Bump!,LGBT tourism,OUTtv
Can't Get a Date,Reality television,VH1
,situation comedy,VH1
CSI: Crime Scene Investigation,Crime procedural,CBS
Daria,Animated cartoon,MTV
,Reality television,HGTV
Designing Women,situation comedy,CBS
A Different World,Sitcom,NBC
Don't Trust the B---- in Apartment 23,situational comedy,ABC
Drawn Together,Animated cartoon,Comedy Central
Ellen,situation comedy,ABC
Eurovision Song Contest,Entertainment,EBU
Gilmore Girls,Comedy-drama,
Glam God,Reality television,VH1
The Golden Girls,Sitcom,National Broadcasting Company
Green Acres,Sitcom,CBS
Happily Divorced,Sitcom,TV Land
Happy Days,situation comedy,ABC
Happy Endings,Sitcom,ABC
I Dream of Jeannie,Sitcom,NBC
In the Life,News magazine,PBS
It's a Living,situational comedy,
,Sitcom,TV3 (New Zealand)
Just Shoot Me!,Sitcom,NBC
,Drama,Showtime
Leap Years,Drama,Showtime
First Comes Love,Reality television,Global Television Network
Laverne & Shirley,Sitcom,ABC
Living Single,Sitcom,Fox
Maude,Sitcom,CBS
The Mindy Project,Romantic comedy,
Mork & Mindy,Sitcom,ABC
My Life as Liz,Sitcom,MTV
The Nanny,situation comedy,CBS
The New Adventures of Old Christine,situational comedy,CBS
NewsRadio,Sitcom,NBC
Nip/Tuck,Drama,FX
One Day at a Time (1975 TV series),Sitcom,CBS
One Day at a Time (2017 TV series),situation comedy,Netflix
Queer as Folk,Drama,Showtime
Queer Streets,Documentary,
,Reality television,MTV
Reno 911!,Mockumentary,Comedy Central
"Sabrina, the Teenage Witch",Sitcom,
Samantha Who?,Sitcom,ABC
,Sitcom,Comedy Central
Saturday Night Live,Sketch comedy,NBC
Schitt's Creek,situation comedy,Pop
,Dating game show,MTV
Silver Spoons,Sitcom,
"Sister, Sister",situational comedy,
Soap,situational comedy,ABC
South Park,Animated cartoon,Comedy Central
South of Nowhere,Teen drama,The N
Strangers with Candy,situational comedy,Comedy Central
Tales of the City: The Complete Miniseries,Drama,Channel 4 (series 1)    Showtime (series 2-3)
True Life,Documentary,MTV
Undressed,Anthology series,MTV
What's Happening!!,situational comedy,ABC
Who's the Boss?,Sitcom,ABC
Wonderfalls,Comedy drama,Fox
The X-Files,Drama,Fox
Xena: Warrior Princess,Sword and sorcery,Broadcast syndication
