col0,col1,col2,col3
1985,Group 2A,1-2,Loss
1985,Group 2A,0-2,Loss
1985,Group 2A,1-1,Draw
1985,Group 2A,13-0,Win
1986,Group 4,0-4,Loss
1988,Group 3,1-1,Draw
1988,Group 3,4-0,Win
1988,Group 3,0-2,Loss
1988,Group 3,0-5,Loss
1990,Group 4,1-2,Loss
1990,Group 4,2-1,Win
1992,Group 3,1-2,Loss
1992,Group 3,2-0,Win
1992,Group 3,6-0,Win
1992,Group 3,0-2,Loss
1994,Group 3,0-0,Draw
1994,Group 3,1-3,Loss
1998,Group 4,0-1,Loss
1998,Group 4,6-0,Win
1998,Group 4,0-0,Draw
2000,Group 4,6-0,Win
2000,Group 4,3-0,Win
2000,Group 4,0-1,Loss
2002,Group 4,10-0,Win
2002,Group 4,2-0,Win
2004,Group 6,1-1,Draw
2004,Group 6,4-0,Win
2006,Group G,9-0,Win
2006,Group G,2-3,Loss
2008,Group C,6-0,Win
2008,Group C,2-2,Draw
2008,Group C,3-0,Win
2008,Group C,3-0,Win
2008,Group C,4-0,Win
2010,Group D,1-6,Loss
2010,Group D,2-1,Win
2010,Group D,0-0,Draw
2010,Group D,0-2,Loss
2010,Group D,3-6,Loss
2014,Group A,1-1,Draw
2014,Group A,0-1,Loss
2014,Group A,8-1,Win
2014,Group A,1-2,Loss
2016,Group E,5-0,Win
2016,Group E,0-3,Loss
2016,Group E,6-0,Win
2018,Group D,3-0,Win
2018,Group D,2-2,Draw
2018,Group D,0-0,Draw
2020,Group B,5-0,Win
2020,Group B,5-0,Win
2020,Group B,1-1,Draw
2023,Group D,5-0,Win
2023,Group D,3-0,Win
2023,Group D,4-1,Win
2023,Group D,1-2,Draw
