col0,col1,col2,col3
James Wesley Marsters,Buffy the Vampire Slayer,The WB,William the Bloody
Alexis Denisof,Angel,The WB,Wesley Wyndam-Price
Brendan Fehr,Roswell,The WB,Michael Guerin
Anthony Stewart Head,Buffy the Vampire Slayer,The WB,Rupert Giles
Michael Shanks,Stargate SG-1,Showtime,Dr. Daniel Jackson
Michael Weatherly,Dark Angel,Fox,Logan Cale
Michael Rosenbaum,Smallville,The WB Television Network,Lex Luthor
Christopher Judge,Stargate SG-1,Showtime,Teal'c
James Marsters,Buffy the Vampire Slayer,The WB,Spike
Anthony Simcoe,Farscape,Sci-Fi,Ka D'Argo
Connor Trinneer,Enterprise,UPN,Commander Charles Trip Tucker III
Michael Weatherly,Dark Angel,Fox,Logan Cale
Victor Garber,Alias,ABC,Jack Bristow
Alexis Denisof,AtS,The WB Television Network,Wesley Wyndham-Price
John Glover,Smallville,The WB Television Network,Lionel Luthor
James Marsters,Buffy the Vampire Slayer,UPN,William the Bloody
Michael Rosenbaum,Smallville,The WB,Lex Luthor
Connor Trinneer,Enterprise,UPN,Commander Charles Trip Tucker III
James Marsters,Buffy the Vampire Slayer & Angel,The WB & UPN,William the Bloody
Alexis Denisof,Angel,The WB,Wesley Wyndam-Pryce
Victor Garber,Alias,ABC,Jack Bristow
John Glover,Smallville,The WB,Lionel Luthor
Michael Rosenbaum,Smallville,The WB,Lex Luthor
Nick Stahl,Carnivàle,HBO,Ben Hawkins
Terry O'Quinn,Lost,ABC,John Locke
Kyle MacLachlan,The Librarian: Quest for the Spear,TNT,Edward Wilde
James Marsters,AtS,The WB,William Pratt
Dominic Monaghan,Lost,ABC,Charlie Pace
Michael Rosenbaum,Smallville,The WB,Lex Luthor
Michael Shanks,Stargate SG-1,Sci-Fi,Dr. Daniel Jackson
James Callis,Battlestar Galactica,Sci-Fi,Dr. Gaius Baltar
Adewale Akinnuoye-Agbaje,Lost,ABC,Mr. Eko
Jamie Bamber,Battlestar Galactica,Sci-Fi,Captain Lee Apollo Adama
Sam Neill,The Triangle,Sci-Fi,Eric Benirall
Terry O'Quinn,Lost,ABC,John Locke
Michael Rosenbaum,Smallville,The WB,Lex Luthor
Masi Oka,Heroes,NBC,Hiro Nakamura
James Callis,Battlestar Galactica,Sci-Fi,Dr. Gaius Baltar
Michael Emerson,Lost,ABC,Henry Gale/Ben Linus
Greg Grunberg,Heroes,NBC,Matt Parkman
Josh Holloway,Lost,ABC,James Sawyer Ford
James Remar,Dexter,Showtime,Harry Morgan
Michael Emerson,Lost,ABC,Benjamin Linus
Greg Grunberg,Heroes,NBC,Matt Parkman
Josh Holloway,Lost,ABC,James Sawyer Ford
Erik King,Dexter,Showtime,Sgt. James Doakes
Terry O'Quinn,Lost,ABC,John Locke
Masi Oka,Heroes,NBC,Hiro Nakamura
Adrian Pasdar,Heroes,NBC,Nathan Petrelli
Henry Ian Cusick,Lost,ABC,Desmond Hume
Thomas Dekker,Terminator: The Sarah Connor Chronicles,Fox,John Connor
Michael Emerson,Lost,ABC,Benjamin Linus
Josh Holloway,Lost,ABC,James Sawyer Ford
Milo Ventimiglia,Heroes,NBC,Peter Petrelli
Aaron Paul,Breaking Bad,AMC,Jesse Pinkman
Jeremy Davies,Lost,ABC,Daniel Faraday
Michael Emerson,Lost,ABC,Benjamin Linus
Aldis Hodge,Leverage,TNT,Alec Hardison
John Noble,Fringe,Fox,Dr. Walter Bishop
Alexander Skarsgård,True Blood,HBO,Eric Northman
