col0,col1,col2,col3
8 April 2011,Adelaide,AUS,Adelaide Entertainment Centre
9 April 2011,Melbourne,Australia,National Tennis Centre at Flinders Park
12 April 2011,Tamworth,Australia,Tamworth Regional Entertainment Centre
14 April 2011,Sydney,Australia,Sydney Entertainment Centre
15 April 2011,Brisbane,Australia,Brisbane Entertainment Centre
North America,North America,North America,North America
16 June 2011,Biloxi,United States,Mississippi Coast Coliseum
17 June 2011,Jacksonville,United States,Jacksonville Veterans Memorial Arena
18 June 2011,Tampa,United States,St. Pete Times Forum
23 June 2011,Columbia,United States,Colonial Life Arena
24 June 2011,Charlotte,United States,Time Warner Cable Arena
25 June 2011,Raleigh,United States,RBC Center
29 June 2011,St. Louis,United States,Scottrade Center
30 June 2011,Moline,United States,iWireless Center
7 July 2011,Hershey,United States,Giant Center
8 July 2011,Boston,United States,TD Garden
9 July 2011,Uncasville,United States,Mohegan Sun Arena
14 July 2011,Newark,United States,Prudential Center
15 July 2011,Philadelphia,United States,Wells Fargo Center
16 July 2011,Albany,United States,Times Union Center
19 July 2011,Columbus,United States,Nationwide Arena
21 July 2011,Cleveland,United States,Quicken Loans Arena
22 July 2011,Grand Rapids,United States,Van Andel Arena
23 July 2011,Auburn Hills,United States,The Palace of Auburn Hills
26 July 2011,Hampton,United States,Hampton Coliseum
28 July 2011,"Washington, D.C.",United States,Verizon Center
29 July 2011,Toledo,United States,Huntington Center
31 July 2011,Fort Wayne,United States,Allen County War Memorial Coliseum
4 August 2011,Duluth,United States,Arena at Gwinnett Center
6 August 2011,Nashville,United States,Bridgestone Arena
11 August 2011,Cincinnati,United States,US Bank Arena
12 August 2011,Knoxville,United States,Thompson-Boling Arena
13 August 2011,Augusta,United States,James Brown Arena
16 August 2011,Wichita,United States,Intrust Bank Arena
18 August 2011,Tulsa,United States,BOK Center
19 August 2011,Kansas City,United States,Sprint Center
20 August 2011,Omaha,United States,Qwest Center
25 August 2011,Jonesboro,United States,Convocation Center
26 August 2011,Tupelo,United States,BancorpSouth Arena
27 August 2011,Lafayette,United States,Cajundome
28 August 2011,Dallas,United States,American Airlines Center
8 September 2011,Buffalo,United States,HSBC Arena
9 September 2011,Ottawa,Canada,Scotiabank Place
10 September 2011,Toronto,Canada,Air Canada Centre
12 September 2011,London,Canada,John Labatt Centre
15 September 2011,Winnipeg,Canada,MTS Centre
16 September 2011,Regina,Canada,Brandt Centre
17 September 2011,Saskatoon,Canada,Credit Union Centre
21 September 2011,Edmonton,Canada,Rexall Place
23 September 2011,Calgary,Canada,Scotiabank Saddledome
26 September 2011,Vancouver,Canada,Rogers Arena
29 September 2011,Seattle,United States,KeyArena
1 October 2011,San Jose,United States,HP Pavilion
2 October 2011,Sacramento,United States,ARCO Arena
4 October 2011,Fresno,United States,Save Mart Center
7 October 2011,Glendale,United States,Jobing.com Arena
8 October 2011,Los Angeles,United States,Staples Center
11 October 2011,Denver,United States,Pepsi Center
13 October 2011,Milwaukee,United States,Bradley Center
14 October 2011,Rosemont,United States,Allstate Arena
15 October 2011,Minneapolis,United States,Target Center
