col0,col1,col2,col3
"July 12, 2005","Vancouver, British Columbia",Canada,Thunderbird Stadium
"July 14, 2005","Calgary, Alberta",CAN,Race City Speedway
"July 15, 2005","Bozeman, Montana",United States,"Gallatin County, MT"
"July 16, 2005","Salt Lake City, Utah",United States,Utah State Fairgrounds
"July 17, 2005","Denver, Colorado",United States,Invesco Field
"June 15, 2006","Columbia, Maryland",the United States of America,Merriweather Post Pavilion
"June 16, 2006","Columbus, Ohio",the US,Germain Amphitheatre
"June 17, 2006","Milwaukee, Wisconsin",United States,Marcus Amphitheatre
"June 18, 2006","Minneapolis, Minnesota",United States,Hubert H. Humphrey Metrodome
"June 19, 2006","Bonner Springs, Kansas",United States,Verizon Wireless Amphitheatre
"June 21, 2006","Nashville, Tennessee",USA,Starwood Amphitheatre
"June 22, 2006","Jacksonville, Florida",United States,Jacksonville Fairgrounds
"June 23, 2006","St. Petersburg, Florida",US,Vinoy Park
"June 24, 2006","Miami, Florida",United States,Bayfront Park Amphitheatre
"June 25, 2006","Orlando, Florida",Murica,Tinker Field
"June 26, 2006","Charleston, South Carolina",United States,Exchange Park
"June 27, 2006","Raleigh, North Carolina",United States,Alltel Pavilion at Walnut Creek
"June 28, 2006","Atlanta, Georgia",America (United States),Hi Fi Amphitheater
"June 30, 2006","Houston, Texas",United States,Reliant Center
"July 1, 2006","Dallas, Texas",U.S.A.,Smirnoff Music Centre
"July 2, 2006","Selma, Texas",United States,Verizon Wireless Amphitheatre
"July 3, 2006","Las Cruces, New Mexico",United States,NMSU Practice Field
"July 4, 2006","Phoenix, Arizona",America (United States),Cricket Wireless Pavilion
"July 6, 2006","Chula Vista, California",the States,Coors Amphitheatre
"July 7, 2006","Pomona, California",US,Fairplex Park
"July 8, 2006","San Francisco, California",the States,Pier 30/32
"July 9, 2006","Fresno, California",Murica,Save Mart Arena
"July 11, 2006","Ventura, California",America,Seaside Park
"July 12, 2006","Los Angeles, California",the U.S.A.,Dodger Stadium
"July 13, 2006","Marysville, California",United States,Sleep Train Amphitheatre
"July 14, 2006","Boise, Idaho",United States,Idaho Center Amphitheatre
"July 15, 2006","George, Washington",United States,Gorge Amphitheatre
"July 16, 2006","St. Helens, Oregon",the US,Columbia Meadows
"July 18, 2006","Vancouver, British Columbia",ᑲᓇᑕ,Thunderbird Stadium
"July 20, 2006","Calgary, Alberta",Canada,Race City Speedway
"July 22, 2006","Salt Lake City, Utah",the U.S.,Utah State Fairgrounds
"July 23, 2006","Denver, Colorado",America (United States),Invesco Field
"July 25, 2006","Maryland Heights, Missouri",the US of America,UMB Bank Pavilion
"July 26, 2006","Cincinnati, Ohio",U.S.A.,Riverbend Music Center
"July 27, 2006","Pittsburgh, Pennsylvania",United States,Post Gazette Pavilion
"July 28, 2006","Noblesville, Indiana",United States,Verizon Wireless Music Center
"July 29, 2006","Detroit, Michigan",United States,Comerica Park
"July 30, 2006","Tinley Park, Illinois",the US of A,Tweeter Center Chicago
"August 1, 2006","Darien, New York",United States,Darien Lake PAC
"August 2, 2006","Fitchburg, Massachusetts",United States,Fitchburg Airport
"August 3, 2006","Camden, New Jersey",United States,Tweeter Center at the Waterfront
"August 4, 2006","Scranton, Pennsylvania",U. S. A.,Toyota Pavilion at Montage Mountain
"August 5, 2006","Uniondale, New York",United States,Nassau Veterans Memorial Coliseum
"August 6, 2006","Old Bridge, New Jersey",the US,Englishtown Raceway
"August 8, 2006","Charlotte, North Carolina",United States,Verizon Wireless Amphitheatre
"August 9, 2006","Virginia Beach, Virginia",the U.S. of America,Verizon Wireless Amphitheatre
"August 10, 2006","Washington, DC",the United States of America,Nissan Pavilion
"August 11, 2006","Cleveland, Ohio",United States,Tower City Amphitheater
"August 12, 2006","Barrie, Ontario",Canada,Park Place
"August 13, 2006","Montreal, Quebec",Canada,Parc Jean-Drapeau
"August 23, 2008","Ottawa, Ontario",Canada,Zaphod Beeblebrox
