col0,col1,col2
Oldham East and Saddleworth,Labour,2011 by-election
Weaver Vale,Labour,2017 UK general election
Liverpool Wavertree,"Liberal Democrats   (prev. Labour Co-op,   Change UK and   The Independents)","United Kingdom general election, 2010"
Rossendale & Darwen,Conservative,"General election, 2010"
Altrincham and Sale West,Conservative,1997
Congleton,Conservative,2010
Liverpool Walton,"Labor Party, UK",2017
Stockport,Change UK   (prev. Labour),1992
Burnley,Labour,2015
West Lancashire,"Labor Party, UK",2005
Bolton North East,"Labor Party, UK",1997
Bootle,Labour,2015
Wallasey,Labour Party (UK),1992
Garston and Halewood,Labour,2010
Liverpool Riverside,Independent   (prev. Labour Co-op),1997
Sefton Central,Labour,2010
Ribble Valley,Conservative,1992
Westmorland and Lonsdale,Liberal Democrats,2005
Birkenhead,Birkenhead Social   Justice Party   (prev. Labour),1979
Makerfield,Labour,2010
Bury North,Labour,2017
Bolton West,Conservative,2015
Stretford and Urmston,Labour,2010
Wirral West,Labour,2015
Denton and Reddish,Labour,2005
Copeland,Conservative Party (Great Britain) -- Elections,2017 by-election
Workington,Labour,2015
Preston,Labour Co-op,2000 by-election
Blackburn,Labour,2015
Knowsley,Labour,"United Kingdom general election, 2010"
Chorley,Labour,1997
Hyndburn,Labour Party (UK),2010
Warrington North,Labour,1997
Wythenshawe and Sale East,"Labor Party, UK",2014 by-election
Worsley and Eccles South,Labour,2010
South Ribble,Conservative and Unionist Party,2015
Manchester Gorton,Labour,2017
Bury South,Independent   (prev. Labour),1997
Rochdale,Labour,2017
Salford and Eccles,Labour,2015
Ellesmere Port and Neston,Labour,2015
Blackpool South,Labour,1997
City of Chester,Labour,2015
Blackpool North and Cleveleys,Conservative,2010
St Helens North,Labour,2015
Wirral South,Labour,"UK general election, 2010"
Heywood and Middleton,Labour,2014 by-election
Oldham West and Royton,Labour Co-op,2015 by-election
Tatton,Tory Party,2017
Fylde,Conservative,"UK general election, 2010"
Southport,Conservative,2017
Morecambe and Lunesdale,Conservative Party (UK),2010
Wigan,"Labor Party, UK",2010
Leigh,Labour Co-op,"UK general election, 2017"
Manchester Central,Labour Co-op,2012 by-election
Bolton South East,Labour,2010
Warrington South,Labour,2017
Ashton-under-Lyne,Labour,2015
Stalybridge and Hyde,Labour Co-op,2010
St Helens South and Whiston,Labour,2015
Cheadle,Conservative,2015
Macclesfield,Conservatives,2010
Eddisbury,Liberal Democrats   (prev. Conservatives   and independent),2015
Lancaster and Fleetwood,Labour,2015
Crewe and Nantwich,Labour Party (UK),"UK general election, 2017"
Manchester Withington,Labour Party (Great Britain) -- Wales -- Records and correspondence,2015
Pendle,Conservative,2010 general election
Carlisle,British Conservative Party,2010 UK general election
Penrith and The Border,Independent   (suspended from   Conservatives),2015
Blackley and Broughton,"Labor Party, UK",2010
Halton,Labour,1997
Liverpool West Derby,Labour Co-op,"UK general election, 2010"
Wyre and Preston North,Conservative,2010
Barrow and Furness,The Independents   (prev. Labour Co-op),2010
Hazel Grove,Conservative,2015
