col0,col1,col2,col3,col4
"2000
 (7th)",Robert Downey Jr.,Ally McBeal,Larry Paul,Fox
"2000
 (7th)",Allen Kelsey Grammer,Frasier,Frasier Crane,NBC
"2000
 (7th)",Sean Hayes,Will & Grace,Jack McFarland,National Broadcasting Company
"2000
 (7th)",Peter MacNicol,Ally McBeal,John Cage,Fox
"2000
 (7th)",David Hyde Pierce,Frasier,Niles Crane,NBC
"2001
 (8th)",Sean Hayes,Will & Grace,Jack McFarland,NBC
"2001
 (8th)",Peter Boyle,Everybody Loves Raymond,Frank Barone,CBS
"2001
 (8th)",Allen Kelsey Grammer,Frasier,Frasier Crane,NBC
"2001
 (8th)",David Hyde Pierce,Frasier,Niles Crane,NBC
"2001
 (8th)",Ray Romano,Everybody Loves Raymond,Ray Barone,CBS
"2002
 (9th)",Sean Hayes,Will & Grace,Jack McFarland,NBC
"2002
 (9th)",Matt LeBlanc,Friends,Joey Tribbiani,NBC
"2002
 (9th)",Bernie Mac,The Bernie Mac Show,Bernie McCullough,Fox
"2002
 (9th)",Ray Romano,Everybody Loves Raymond,Ray Barone,CBS
"2002
 (9th)",Tony Shalhoub,Monk,Adrian Monk,USA
"2003
 (10th)",Tony Shalhoub,Monk,Adrian Monk,USA
"2003
 (10th)",Peter Boyle,Everybody Loves Raymond,Frank Barone,CBS
"2003
 (10th)",Brad Garrett,Everybody Loves Raymond,Robert Barone,CBS
"2003
 (10th)",Sean Hayes,Will & Grace,Jack McFarland,NBC
"2003
 (10th)",Ray Romano,Everybody Loves Raymond,Ray Barone,CBS
"2004
 (11th)",Tony Shalhoub,Monk,Adrian Monk,USA
"2004
 (11th)",Jason Bateman,Arrested Development,Michael Bluth,Fox
"2004
 (11th)",Sean Hayes,Will & Grace,Jack McFarland,NBC
"2004
 (11th)",Ray Romano,Everybody Loves Raymond,Ray Barone,CBS
"2004
 (11th)",Charlie Sheen,Two and a Half Men,Charlie Harper,CBS
"2005
 (12th)",Sean Hayes,Will & Grace,Jack McFarland,NBC
"2005
 (12th)",Larry David,Curb Your Enthusiasm,Himself,HBO
"2005
 (12th)",Jason Lee,My Name Is Earl,Earl Hickey,NBC
"2005
 (12th)",William Shatner,Boston Legal,Denny Crane,ABC
"2005
 (12th)",James Spader,Boston Legal,Alan Shore,ABC
"2006
 (13th)",Alec Baldwin,30 Rock,Jack Donaghy,NBC
"2006
 (13th)",Steve Carell,The Office,Michael Scott,NBC
"2006
 (13th)",Jason Lee,My Name Is Earl,Earl Hickey,NBC
"2006
 (13th)",Jeremy Piven,Entourage,Ari Gold,HBO
"2006
 (13th)",Tony Shalhoub,Monk,Adrian Monk,USA
"2007
 (14th)",Alec Baldwin,30 Rock,Jack Donaghy,NBC
"2007
 (14th)",Steve Carell,The Office,Michael Scott,NBC
"2007
 (14th)",Ricky Gervais,Extras,Andy Millman,HBO
"2007
 (14th)",Jeremy Piven,Entourage,Ari Gold,HBO
"2007
 (14th)",Tony Shalhoub,Monk,Adrian Monk,USA
"2008
 (15th)",Alec Baldwin,30 Rock,Jack Donaghy,NBC
"2008
 (15th)",Steve Carell,The Office,Michael Scott,NBC
"2008
 (15th)",David Duchovny,Californication,Hank Moody,Showtime
"2008
 (15th)",Jeremy Piven,Entourage,Ari Gold,HBO
"2008
 (15th)",Tony Shalhoub,Monk,Adrian Monk,USA
"2009
 (16th)",Alec Baldwin,30 Rock,Jack Donaghy,NBC
"2009
 (16th)",Steve Carell,The Office,Michael Scott,NBC
"2009
 (16th)",Larry David,Curb Your Enthusiasm,Himself,HBO
"2009
 (16th)",Tony Shalhoub,Monk,Adrian Monk,USA
"2009
 (16th)",Charlie Sheen,Two and a Half Men,Charlie Harper,CBS
