col0,col1,col2
Straya,"Adelaide, South Australia",Adelaide Airport
AUS,Ayers Rock,Ayers Rock Airport
AUS,"Ballina, New South Wales, Australia",Ballina Airport
Australia,"Brisbane, QLD",BNE
Australia,Busselton,Busselton Margaret River Airport
AU,Cairns,Cairns Airport
Australia,Canberra,Canberra Airport
Australia,Darwin,Darwin International Airport
Australia,Gold Coast,Gold Coast Airport
Australia,Hamilton Island,Hamilton Island Airport
Australia,Hervey Bay,Hervey Bay Airport
Australia,Hobart,Hobart Airport
Australia,Launceston,Launceston Airport
Australia,Mackay,Mackay Airport
Australia,Melbourne/Geelong,Avalon Airport
Australia,Melbourne,Melbourne Airport
Australia,Newcastle,Newcastle Airport
Australia,Perth,Perth Airport
Straya,Proserpine,Whitsunday Coast Airport
Australia,Rockhampton,Rockhampton Airport
Australia,Sunshine Coast,Sunshine Coast Airport
Australia,Sydney,Sydney Airport
Aussieland,Townsville,Townsville Airport
China,Beijing,Beijing Capital International Airport
China,Wuhan,Wuhan Tianhe International Airport
China,Zhengzhou,Zhengzhou Xinzheng International Airport
Cook Islands,Rarotonga,Rarotonga International Airport
Fiji,Nadi,Nadi International Airport
Indonesia,Denpasar,Ngurah Rai International Airport
Indonesia,Jakarta,Soekarno-Hatta International Airport
Indonesia,Mataram,Lombok International Airport
Japan,Nagoya,Chubu Centrair International Airport
Japan,Osaka,Kansai International Airport
Japan,Tokyo,Narita International Airport
Malaysia,Kuala Lumpur,Kuala Lumpur International Airport
New Zealand,Auckland,Auckland Airport
New Zealand,Christchurch,Christchurch Airport
New Zealand,Dunedin,Dunedin Airport
New Zealand,Napier,Hawke's Bay Airport
New Zealand,Nelson,Nelson Airport
New Zealand,New Plymouth,New Plymouth Airport
New Zealand,Palmerston North,Palmerston North Airport
New Zealand,Queenstown,Queenstown Airport
New Zealand,Wellington,Wellington Airport
Philippines,Manila,Ninoy Aquino International Airport
Singapore,Singapore,Changi Airport
South Korea,Seoul,Incheon International Airport
Thailand,Bangkok,Suvarnabhumi Airport
Thailand,Phuket,Phuket International Airport
United States,Honolulu,Daniel K. Inouye International Airport
Vanuatu,Port Vila,Bauerfield International Airport
Vietnam,Ho Chi Minh City,Tan Son Nhat International Airport
